Diversity,Model,Score
diversity_5,MiniLM-L12_multi,0.4925455534174574
diversity_6,MiniLM-L12_multi,0.4852965251504983
diversity_4,MiniLM-L12_multi,0.484180701489009
diversity_3,MiniLM-L12_multi,0.48010264316675566
diversity_1,EstBERT,0.47787514213894505
diversity_0,EstBERT,0.477541948763311
diversity_2,EstBERT,0.4764204288859861
diversity_7,MiniLM-L12_multi,0.4761020738998035
diversity_3,EstBERT,0.47364018930750096
diversity_4,EstBERT,0.47195435685554366
diversity_2,MiniLM-L12_multi,0.468923820770828
diversity_1,MiniLM-L12_multi,0.4612274328603018
diversity_0,MiniLM-L12_multi,0.45304942317171415
diversity_6,LaBSE,0.4498864400372398
diversity_8,MiniLM-L12_multi,0.4480245973592207
diversity_0,est-roberta,0.44584363725656295
diversity_9,MiniLM-L12_multi,0.4456611995675463
diversity_1,est-roberta,0.44480127967911764
diversity_5,LaBSE,0.4440456455929882
diversity_4,LaBSE,0.44234235554320694
diversity_7,LaBSE,0.4412243167574695
diversity_2,est-roberta,0.4380108774238031
diversity_10,distilbertMulti,0.4361089132268183
diversity_9,distilbertMulti,0.43569948786641255
diversity_5,EstBERT,0.4355628809758067
diversity_10,MiniLM-L12_multi,0.434765700158115
diversity_3,est-roberta,0.43146961240227494
diversity_8,LaBSE,0.43137200037664436
diversity_3,LaBSE,0.4313620975735269
diversity_6,bertMulti,0.428782776906616
diversity_6,MiniLM_multi,0.42299139218385867
diversity_9,LaBSE,0.42232709596331885
diversity_5,MiniLM_multi,0.422126653284032
diversity_4,est-roberta,0.4216945337514223
diversity_8,distilbertMulti,0.421602631262977
diversity_7,bertMulti,0.418549782628601
diversity_4,MiniLM_multi,0.4184030042884532
diversity_2,LaBSE,0.4173373865938365
diversity_10,LaBSE,0.41646043378705916
diversity_5,bertMulti,0.4146081673935131
diversity_10,bertMulti,0.4124536812803066
diversity_8,bertMulti,0.41212750404623466
diversity_9,bertMulti,0.41198076246747556
diversity_5,est-roberta,0.4095600808958652
diversity_1,LaBSE,0.4077474774728387
diversity_7,MiniLM_multi,0.40758208731222145
diversity_3,MiniLM_multi,0.40271372508640313
diversity_4,bertMulti,0.3999566025076861
diversity_0,LaBSE,0.3991043150796763
diversity_8,MiniLM_multi,0.39765897931713207
diversity_9,multi_e5,0.3970440957582341
diversity_3,bertMulti,0.39271123010880493
diversity_8,multi_e5,0.3925494694408523
diversity_10,multi_e5,0.39072050909950806
diversity_2,bertMulti,0.38914106854522235
diversity_7,distilbertMulti,0.38779010818329707
diversity_2,MiniLM_multi,0.38777217849612067
diversity_7,multi_e5,0.38727359586673316
diversity_6,est-roberta,0.38724407932586463
diversity_1,bertMulti,0.386719781255514
diversity_9,MiniLM_multi,0.3864033905264555
diversity_0,bertMulti,0.38603771153835653
diversity_10,MiniLM_multi,0.3855711633949508
diversity_1,MiniLM_multi,0.38107330411342283
diversity_8,est-roberta,0.3779978818051573
diversity_6,multi_e5,0.377085769956642
diversity_7,est-roberta,0.3745496032318788
diversity_5,multi_e5,0.37256480838085587
diversity_6,EstBERT,0.37245123231887933
diversity_0,MiniLM_multi,0.3690915667150187
diversity_4,multi_e5,0.36903395960000707
diversity_3,multi_e5,0.3666932082460978
diversity_2,multi_e5,0.36586248292853035
diversity_9,est-roberta,0.3650549957438502
diversity_1,multi_e5,0.36400515125760224
diversity_0,multi_e5,0.36229975301711626
diversity_10,est-roberta,0.3620164949286467
diversity_6,distilbertMulti,0.3576633629385177
diversity_7,EstBERT,0.3364533718154719
diversity_5,distilbertMulti,0.3250541033041033
diversity_8,EstBERT,0.31625612244175194
diversity_9,EstBERT,0.2992941027315382
diversity_10,EstBERT,0.2962410344643317
diversity_4,distilbertMulti,0.29441059663208785
diversity_3,distilbertMulti,0.2784190953620778
diversity_2,distilbertMulti,0.26859539875329347
diversity_1,distilbertMulti,0.26390879961493996
diversity_0,distilbertMulti,0.2582893932692694
diversity_8,xml_roberta,0.0
diversity_2,xml_roberta,0.0
diversity_0,xml_roberta,0.0
diversity_1,xml_roberta,0.0
diversity_9,xml_roberta,0.0
diversity_3,xml_roberta,0.0
diversity_4,xml_roberta,0.0
diversity_5,xml_roberta,0.0
diversity_6,xml_roberta,0.0
diversity_7,xml_roberta,0.0
diversity_10,xml_roberta,0.0
