Model,Average Score
MiniLM-L12_multi,0.5200151948575932
LaBSE,0.49221532375815136
est-roberta,0.49188648427916887
EstBERT,0.4866305901054119
bertMulti,0.4814858655215865
MiniLM_multi,0.4561419270101253
multi_e5,0.4369326734540404
distilbertMulti,0.40853914348777837
xml_roberta,0.0
