Model,Average Score
MiniLM-L12_multi,0.46635269736465906
LaBSE,0.4275645058888914
est-roberta,0.4052948251313131
bertMulti,0.40482446078893924
EstBERT,0.40306280097264247
MiniLM_multi,0.3983079495198245
multi_e5,0.3768302548683799
distilbertMulti,0.3388674445830722
xml_roberta,0.0
