EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,0,1,0,0,1,1,1,0,14,sõda
0,0,1,0,0,1,1,1,0,14,sõda
0,0,1,0,0,1,1,1,0,14,sõda
0,0,1,0,0,1,1,1,0,14,sõda
0,0,1,0,0,1,1,0,0,14,sõda
0,1,1,0,0,0,1,1,0,14,koostöö; sõda
0,1,1,0,0,0,0,0,0,14,koostöö; sõda
1,0,0,0,0,0,0,1,0,14,koostöö; sõda
1,0,0,0,0,0,0,1,0,14,koostöö; sõda
1,0,0,0,0,0,1,0,0,14,koostöö; välisministrite
0,0,0,0,0,0,0,2,1,14,sõda; rahulolematus
