EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,0,0,0,2,0,0,0,0,18,mall; annely
0,0,0,0,2,0,0,0,0,18,mall; annely
0,0,1,0,2,0,0,0,0,18,mälberg; mall; annely
0,0,1,0,2,0,0,0,0,18,mälberg; mall; annely
0,0,1,0,2,0,0,0,0,18,mälberg; mall; annely
0,0,1,0,2,0,0,0,0,18,mälberg; mall; annely
0,0,1,1,2,0,1,0,0,18,mall; annely; mälberg; andres
0,0,1,0,2,1,1,0,0,18,mall; annely; mälberg; peebo
0,0,2,0,2,0,1,0,0,18,mall; annely; mälberg; peebo
0,0,1,0,1,0,1,0,0,18,mälberg; mall; peebo
0,0,1,0,3,0,1,0,0,18,hele; mall; annely; mälberg; peebo
