EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,2,5,0,1,4,3,1,1,11,mozart; gerretz; solist; dirigent; kammerorkester; pedagoog; interpreet; kontsert
1,2,5,0,1,4,3,1,1,11,mozart; gerretz; solist; dirigent; kammerorkester; pedagoog; interpreet; kontsert
1,2,5,0,1,4,3,1,1,11,mozart; gerretz; solist; dirigent; kammerorkester; pedagoog; interpreet; kontsert
1,2,3,0,1,4,3,1,1,11,mozart; gerretz; solist; dirigent; kammerorkester; pedagoog; interpreet; kontsert
1,2,3,0,1,4,2,1,1,11,mozart; gerretz; solist; dirigent; kammerorkester; pedagoog; interpreet; kontsert
0,2,2,0,1,4,2,1,1,11,mozart; gerretz; solist; dirigent; kammerorkester; pedagoog; interpreet; kontsert
0,2,2,0,1,3,2,0,1,11,pedagoog; mozart; gerretz; dirigent; kammerorkester; interpreet
0,1,3,1,1,2,2,0,1,11,pedagoog; mozart; gerretz; dirigent; interpreet
0,1,2,2,1,1,2,0,1,11,pedagoog; gerretz; jüri; dirigent; interpreet
0,0,2,1,0,1,2,0,1,11,pedagoog; gerretz; dirigent; interpreet
0,2,1,0,0,1,2,0,1,11,gerretz; jüri; dirigent; interpreet
