EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,4,1,1,0,1,2,1,11,plaat; madis; aeg; raadiomaja; tuletõrje; sportlane; jooksma; aesma
2,2,4,1,1,0,1,2,1,11,plaat; madis; aeg; raadiomaja; tuletõrje; sportlane; jooksma; aesma
2,2,4,1,1,0,1,2,1,11,plaat; madis; aeg; raadiomaja; tuletõrje; sportlane; jooksma; aesma
2,2,5,1,1,0,1,2,1,11,plaat; madis; aeg; raadiomaja; sportlane; tuletõrje; jooksma; aesma
2,2,4,1,1,0,1,2,1,11,plaat; madis; aeg; raadiomaja; tuletõrje; sportlane; jooksma; aesma
2,2,4,1,1,0,1,2,1,11,plaat; madis; aeg; raadiomaja; tuletõrje; sportlane; jooksma; aesma
2,2,4,1,1,1,1,1,1,11,tuletõrje; plaat; madis; aesma; raadiomaja; aeg; sportlane
2,2,4,2,1,0,1,1,1,11,seljakott; tuletõrje; madis; aesma; aeg; raadiomaja; sportlane
2,2,3,1,1,2,0,1,1,11,tuletõrje; madis; aesma; aeg; raadiomaja; korrus; sportlane
3,2,3,3,1,2,0,2,1,11,madis; aeg; raadiomaja; sportlane; tuletõrje; korrus; aesma
3,2,3,2,1,2,1,3,0,11,madis; aeg; raadiomaja; sportlane; tuletõrje; korrus; aesma
