EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,4,0,0,2,1,4,2,12,külalisesinemine; teatritrupp; riiklik; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,3,12,külalisesinemine; teatritrupp; riiklik; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,3,12,külalisesinemine; teatritrupp; riiklik; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,2,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,2,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,1,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,1,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,2,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,4,1,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,5,2,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
2,2,4,0,0,2,1,5,2,12,külalisesinemine; teatritrupp; näitleja; ooperilavastus; vanemuine; tšehhoslovakkia; teater
