lemma;upos;ner tag;count;stopword
Kanada;PROPN;O;9;no
.;PUNCT;O;45;no
siin;ADV;O;1;yes
kana;NOUN;O;2;no
hääl;NOUN;O;3;no
,;PUNCT;O;19;no
mina;PRON;O;3;yes
olema;AUX;O;20;yes
Andres;PROPN;O;2;no
Kasekamp;PROPN;O;2;no
Torontos;PROPN;O;1;no
hea;ADJ;O;4;no
uus;ADJ;O;6;no
aasta;NOUN;O;9;no
õppima;VERB;O;2;no
30;NUM;O;1;no
tagasi;ADP;O;1;yes
kui;SCONJ;O;2;yes
tulema;VERB;O;2;yes
Eesti;PROPN;O;1;no
pärast;ADP;O;1;yes
kolmekuningapäev;NOUN;O;1;no
enam;ADV;O;1;yes
ei;AUX;O;3;yes
tohtima;AUX;O;1;no
keegi;PRON;O;1;yes
soovima;VERB;O;1;no
muidu;ADV;O;1;yes
pidama;AUX;O;1;yes
tema;PRON;O;6;yes
andma;VERB;O;3;no
viinapudel;NOUN;O;1;no
õnn;NOUN;O;2;no
selline;DET;O;1;yes
komme;NOUN;O;1;no
ja;CCONJ;O;8;yes
saama;AUX;O;1;yes
veel;ADV;O;1;yes
ütlema;VERB;O;1;no
ent;CCONJ;O;2;yes
kahjuks;ADV;O;2;no
maailm;NOUN;O;4;no
uudis;NOUN;O;6;no
pakkuma;VERB;O;2;no
alanud;ADJ;O;1;no
palju;ADV;O;1;yes
Austraalia;PROPN;O;1;no
möllama;VERB;O;1;no
hiiglaslik;ADJ;O;1;no
tulekahju;NOUN;O;1;no
mis;PRON;O;6;yes
kasvama;VERB;O;2;no
aina;ADV;O;2;yes
suurem;ADJ;O;1;no
USA;PROPN;O;3;no
president;NOUN;O;3;no
Donald;PROPN;O;2;no
Trump;PROPN;O;4;no
käsk;NOUN;O;1;no
tapma;VERB;O;1;no
kõrge;ADJ;O;1;no
Iraan;PROPN;O;3;no
kindral;NOUN;O;1;no
tekitama;VERB;O;1;no
tõsine;ADJ;O;1;no
konfliktioht;NOUN;O;1;no
niigi;ADV;O;1;no
pingeline;ADJ;O;1;no
piirkond;NOUN;O;1;no
oma;PRON;O;2;yes
karm;ADJ;O;1;no
otsus;NOUN;O;1;no
püüdma;VERB;O;1;no
jätma;VERB;O;1;no
tugev;ADJ;O;1;no
liider;NOUN;O;1;no
mulje;NOUN;O;1;no
paistma;VERB;O;1;no
et;SCONJ;O;6;yes
kuigi;SCONJ;O;2;yes
tagajärg;NOUN;O;1;no
mõtlema;VERB;O;1;no
kes;PRON;O;3;yes
lubama;VERB;O;1;no
vähendama;VERB;O;1;no
Lähis-Ida;PROPN;O;1;no
nüüd;ADV;O;2;yes
hoopis;ADV;O;1;yes
süvendama;VERB;O;1;no
vastus;NOUN;O;1;no
seis;NOUN;O;1;no
löök;NOUN;O;1;no
põhjendus;NOUN;O;1;no
toodud;ADJ;O;1;no
Ameerika;PROPN;O;1;no
kodanik;NOUN;O;1;no
turvalisus;NOUN;O;1;no
eriti;ADV;O;1;no
usutav;ADJ;O;1;no
sest;SCONJ;O;2;yes
vähene;ADJ;O;1;no
arvama;VERB;O;2;no
ameeriklane;NOUN;O;1;no
või;CCONJ;O;1;yes
liitlane;NOUN;O;1;no
turvalisem;ADJ;O;1;no
ootama;VERB;O;1;no
vastulöök;NOUN;O;1;no
ära;NOUN;O;1;yes
kõrval;ADP;O;1;yes
sport;NOUN;O;1;no
natuke;ADV;O;1;no
rõõm;NOUN;O;1;no
vahtralehemaa;NOUN;O;1;no
loomulikult;ADV;O;1;no
jäähoki;NOUN;O;2;no
see;PRON;O;2;yes
köitma;VERB;O;1;no
enim;ADV;O;1;yes
tähelepanu;NOUN;O;1;no
kahtlemata;ADV;O;1;no
kõige;ADV;O;2;yes
suurim;ADJ;O;3;no
jaoks;ADP;O;1;yes
algul;ADP;O;1;yes
kuld;NOUN;O;1;no
võima;AUX;O;1;yes
juunior;NOUN;O;1;no
maailmameistrivõistlus;NOUN;O;1;no
finaalmäng;NOUN;O;1;no
vana;ADJ;O;2;no
rivaal;NOUN;O;1;no
Venemaa;PROPN;O;1;no
vastu;ADP;O;1;yes
lõpp;NOUN;O;1;no
põnev;ADJ;O;1;no
hoki;PROPN;O;1;no
üks;DET;O;3;yes
vastasseis;NOUN;O;1;no
nii;ADV;O;1;yes
suur;ADJ;O;1;no
kaal;NOUN;O;1;no
ajalugu;NOUN;O;1;no
ehk;ADV;O;1;yes
ainult;ADV;O;1;yes
Soome;PROPN;O;1;no
Rootsi;PROPN;O;1;no
vaheline;ADJ;O;1;no
rivaliteet;NOUN;O;1;no
see;DET;O;3;yes
kord;NOUN;O;1;no
mängima;VERB;O;3;no
pronks;NOUN;O;1;no
eest;ADP;O;2;yes
hõimurahvas;NOUN;O;1;no
kaotama;VERB;O;1;no
eelmine;ADJ;O;1;yes
soomlane;NOUN;O;1;no
maailmameister;NOUN;O;1;no
jõulud;NOUN;O;2;no
ajal;ADP;O;2;no
tõusma;VERB;O;1;no
arusaamatu;ADJ;O;1;no
põhjus;NOUN;O;1;no
seotud;ADJ;O;1;no
lugu;NOUN;O;3;no
nimelt;ADV;O;1;no
Sibyysii;PROPN;O;1;no
ehk;CCONJ;O;1;yes
rahvusringhääling;NOUN;O;1;no
kärpima;VERB;O;2;no
mängufilm;NOUN;O;1;no
üksinda;ADV;O;1;no
kodu;NOUN;O;1;no
kaks;NUM;O;2;no
näitama;VERB;O;1;no
televisioon;NOUN;O;2;no
kaader;NOUN;O;1;no
astuma;VERB;O;1;no
üles;ADV;O;2;yes
kehastama;VERB;O;1;no
ise;PRON;O;2;yes
kuulus;ADJ;O;1;no
New;PROPN;O;1;no
York;PROPN;O;1;no
kinnisvaraarendaja;NOUN;O;1;no
poliitiline;ADJ;O;1;no
värving;NOUN;O;1;no
šiibis;NOUN;O;1;no
kinnitama;VERB;O;1;no
film;NOUN;O;1;no
ebaoluline;ADJ;O;1;no
osa;NOUN;O;1;no
reklaamipaus;NOUN;O;1;no
lisamine;NOUN;O;1;no
enne;ADV;O;1;yes
trump;NOUN;O;1;no
saama;VERB;O;1;yes
sellegipoolest;ADV;O;1;no
hakkama;VERB;O;1;yes
elama;VERB;O;1;no
elu;NOUN;O;1;no
isegi;ADV;O;1;yes
liitma;VERB;O;1;no
kohta;ADP;O;1;yes
too;PRON;O;1;yes
ilmselt;ADV;O;1;no
pahane;ADJ;O;1;no
sundima;VERB;O;1;no
maksma;VERB;O;1;no
rohkem;ADV;O;1;yes
NATO;PROPN;O;1;no
vabakaubanduslepe;NOUN;O;1;no
kummaliselt;ADV;O;1;no
peaminister;NOUN;O;1;no
tegelema;VERB;O;1;no
programm;NOUN;O;1;no
mõjutamine;NOUN;O;1;no
kuna;SCONJ;O;1;yes
esimene;ADJ;O;1;no
saade;NOUN;O;1;no
siis;ADV;O;1;yes
sobilik;ADJ;O;1;no
läinud;ADJ;O;1;yes
kuumem;ADJ;O;1;no
duet;NOUN;O;1;no
eks;ADV;O;1;yes
hitt;NOUN;O;1;no
üldse;ADV;O;1;no
senjorii;NOUN;O;2;no
autor;NOUN;O;1;no
šamaan;NOUN;O;1;no
hetk;NOUN;O;1;no
säravaim;ADJ;O;1;no
popiidol;NOUN;O;1;no
21;NUM;O;1;no
aastane;ADJ;O;1;no
laulja;NOUN;O;1;no
eeslinn;NOUN;O;1;no
nimi;NOUN;O;1;no
Pikraing;PROPN;O;1;no
viimane;ADJ;O;1;no
neli;NUM;O;1;no
tegema;VERB;O;1;yes
hiilgav;ADJ;O;1;no
tähelend;NOUN;O;1;no
kitar;NOUN;O;1;no
alles;ADV;O;1;yes
14;NUM;O;1;no
aastaselt;ADV;O;1;no
Youtube;PROPN;O;1;no
video;NOUN;O;1;no
järgi;ADP;O;1;yes
karst;NOUN;O;1;no
alustama;VERB;O;1;no
esitatud;ADJ;O;1;no
postitamine;NOUN;O;1;no
äpp;NOUN;O;1;no
pael;NOUN;O;1;no
kuigi;ADV;O;1;yes
kanadapärane;ADJ;O;1;no
muusikapala;NOUN;O;1;no
vaid;ADV;O;1;yes
stiil;NOUN;O;1;no
poolest;ADP;O;1;yes
kummardus;NOUN;O;1;no
tüdruksõber;NOUN;O;1;no
lauljatar;NOUN;O;1;no
Camilla;PROPN;O;1;no
Cabello;PROPN;O;1;no
Kuuba;PROPN;O;1;no
päritolu;NOUN;O;1;no
kuulama;VERB;O;1;no
järgmine;ADJ;O;1;yes
nädal;NOUN;O;1;no
raadio;NOUN;O;1;no
kanal;NOUN;O;1;no
