lemma;upos;ner tag;count;stopword
tere;INTJ;O;3;yes
,;PUNCT;O;697;no
hea;ADJ;O;2;no
raadiokuulaja;NOUN;O;1;no
.;PUNCT;O;132;no
raadio;NOUN;O;7;no
kaks;NUM;O;10;no
kool;NOUN;O;5;no
olema;AUX;O;319;yes
klubikultuuriteemaline;NOUN;O;1;no
popkultuuritund;NOUN;O;1;no
see;PRON;O;180;yes
võima;AUX;O;16;yes
ka;ADV;O;62;yes
nii;ADV;O;20;yes
nimetama;VERB;O;11;no
mina;PRON;O;149;yes
Reimo;PROPN;O;3;no
Sildvee;PROPN;O;3;no
ja;CCONJ;O;97;yes
täna;ADV;O;7;no
siia;ADV;O;3;yes
küla;NOUN;O;2;no
kutsuma;VERB;O;2;no
sotsioloog;NOUN;O;8;no
Aire;PROPN;O;1;no
Liina;PROPN;O;3;no
Hallaste;PROPN;O;3;no
päev;NOUN;O;5;no
sina;PRON;O;22;yes
mitte;ADV;O;16;yes
tavakülastaja;NOUN;O;1;no
see;DET;O;124;yes
klubikultuur;NOUN;O;44;no
Eesti;PROPN;O;32;no
uurima;VERB;O;4;no
mis;PRON;O;62;yes
selline;DET;O;46;yes
huvi;NOUN;O;3;no
kui;SCONJ;O;35;yes
tohtima;AUX;O;1;no
küsima;VERB;O;3;no
?;PUNCT;O;12;no
juba;ADV;O;24;yes
päris;ADV;O;8;yes
ammu;ADV;O;1;no
lihtsalt;ADV;O;15;no
praktiline;ADJ;O;1;no
põhjus;NOUN;O;1;no
et;SCONJ;O;218;yes
hakkama;VERB;O;26;yes
ülikool;NOUN;O;1;no
lõpetama;VERB;O;1;no
olema;VERB;O;6;yes
vaja;ADV;O;1;no
tegema;VERB;O;22;yes
bakalaureusetötö;NOUN;O;2;no
siis;ADV;O;76;yes
mõtlema;VERB;O;7;no
kirjutama;VERB;O;3;no
miski;DET;O;1;yes
selline;PRON;O;1;yes
väga;ADV;O;29;yes
huvitama;VERB;O;1;no
tunduma;AUX;O;3;no
põnev;ADJ;O;1;no
teema;NOUN;O;3;no
kusjuures;ADV;O;1;yes
ei;AUX;O;68;yes
aeg;NOUN;O;14;no
otseselt;ADV;O;8;no
siduma;VERB;O;9;no
isegi;ADV;O;3;yes
pigem;ADV;O;6;yes
juhtuma;VERB;O;2;no
juurde;ADP;O;3;yes
tänav;NOUN;O;1;no
bakalaureusetöö;NOUN;O;1;no
vastupidi;ADV;O;1;no
aga;CCONJ;O;78;yes
noh;INTJ;O;27;yes
seltskondlik;ADJ;O;1;no
inimene;NOUN;O;39;no
tunduma;VERB;O;1;no
võib-olla;ADV;O;27;yes
mingisugune;DET;O;16;yes
pidutsemine;NOUN;O;1;no
kuidagi;ADV;O;6;yes
nagu;SCONJ;O;171;yes
intrigeerima;VERB;O;1;no
kuna;SCONJ;O;5;yes
juhendaja;NOUN;O;1;no
aktsepteeritud;VERB;O;1;no
niimoodi;ADV;O;16;yes
edasi;ADV;O;9;yes
arenema;VERB;O;2;no
pealegi;ADV;O;1;no
üsna;ADV;O;4;yes
mõttetu;ADJ;O;2;no
jälle;ADV;O;9;no
üks;DET;O;10;yes
uurimustöö;NOUN;O;1;no
kuidas;ADV;O;7;yes
valimine;NOUN;O;1;no
käituma;VERB;O;2;no
näiteks;ADV;O;16;no
eks;ADV;O;15;yes
kes;PRON;O;25;yes
poolt;ADP;O;1;yes
valima;VERB;O;1;no
mismoodi;ADV;O;1;no
mingi;DET;O;23;yes
küsitlus;NOUN;O;3;no
pidama;AUX;O;5;yes
läbi;ADV;O;1;yes
viima;VERB;O;2;no
hoopiski;ADV;O;1;no
taitsioloog;NOUN;O;1;no
mainima;VERB;O;5;no
jah;ADV;O;34;yes
ütlema;VERB;O;38;no
värske;ADJ;O;1;no
otsima;VERB;O;2;no
miski;PRON;O;19;yes
põnevam;ADJ;O;1;no
tähendama;VERB;O;19;no
käima;VERB;O;13;no
ise;ADV;O;3;yes
klubikultuuriüritus;NOUN;O;2;no
loomulikult;ADV;O;7;no
läbi;ADP;O;1;yes
uurimus;NOUN;O;3;no
suhtlema;VERB;O;1;no
tema;PRON;O;72;yes
nüüd;ADV;O;38;yes
harilikult;ADV;O;2;no
pidama;VERB;O;5;yes
silm;NOUN;O;3;no
sotsioloogiline;ADJ;O;1;no
alletama;VERB;O;1;no
jagama;VERB;O;2;no
ankeet;NOUN;O;2;no
või;CCONJ;O;32;yes
sarnane;ADJ;O;7;no
rohkem;ADV;O;18;yes
etnograafiline;ADJ;O;1;no
meetod;NOUN;O;1;no
seal;ADV;O;34;yes
kohal;ADV;O;2;yes
kohtuma;VERB;O;1;no
väljaspool;ADP;O;2;yes
klubi;NOUN;O;19;no
avatud;ADJ;O;2;no
intervjuu;NOUN;O;5;no
mööda;ADP;O;1;yes
ringi;ADV;O;1;yes
jooksma;VERB;O;2;no
andmed;NOUN;O;1;no
kohta;ADP;O;5;yes
tulema;VERB;O;20;yes
saama;VERB;O;16;yes
peateema;NOUN;O;1;no
ehk;CCONJ;O;2;yes
kõigepealt;ADV;O;1;yes
vist;ADV;O;15;yes
ilmselt;ADV;O;9;no
üldse;ADV;O;5;no
ära;ADV;O;4;yes
defineerima;VERB;O;2;no
kõige;ADV;O;5;yes
laiem;ADJ;O;3;no
mõte;NOUN;O;20;no
üleüldse;ADV;O;1;no
asi;NOUN;O;30;no
tuur;NOUN;O;1;no
arvama;VERB;O;12;no
tegemine;NOUN;O;11;no
fenomen;NOUN;O;3;no
algama;VERB;O;3;no
80.-te;ADJ;O;4;no
teine;ADJ;O;4;yes
pool;NOUN;O;1;yes
lõpp;NOUN;O;5;no
reivikultuur;NOUN;O;2;no
tantsukultuur;NOUN;O;1;no
hiljem;ADV;O;8;no
90.-te;ADJ;O;8;no
globaalne;ADJ;O;1;no
noorsookultuur;NOUN;O;2;no
põhimõtteliselt;ADV;O;11;no
elektrooniline;ADJ;O;4;no
tantsumuusika;NOUN;O;1;no
järgi;ADP;O;7;yes
käiv;ADJ;O;1;no
üritus;NOUN;O;13;no
tõsi;NOUN;O;1;no
algselt;ADV;O;6;no
reiv;NOUN;O;3;no
mõiste;NOUN;O;2;no
eristama;VERB;O;2;no
tüüp;NOUN;O;1;no
pidu;NOUN;O;22;no
omandama;VERB;O;2;no
kergelt;ADV;O;1;no
negatiivne;ADJ;O;1;no
varjund;NOUN;O;1;no
hilisem;ADJ;O;2;no
üldisem;ADJ;O;1;no
ikkagi;ADV;O;27;yes
massikultuur;NOUN;O;2;no
algus;NOUN;O;10;no
teadma;VERB;O;26;no
kuni;SCONJ;O;2;yes
tänapäev;NOUN;O;2;no
tegelikult;ADV;O;12;no
rääkima;VERB;O;25;no
väike;ADJ;O;13;no
osa;NOUN;O;15;no
ühiskond;NOUN;O;7;no
kultuur;NOUN;O;9;no
ei;ADV;O;5;yes
tõesti;ADV;O;1;yes
levinud;ADJ;O;1;no
taarne;ADJ;O;1;no
anne;NOUN;O;3;no
raunt;NOUN;O;1;no
alternatiivne;ADJ;O;5;no
eristuma;VERB;O;1;no
siiski;ADV;O;19;yes
kuskil;ADV;O;11;yes
kõik;PRON;O;16;yes
jõudma;VERB;O;10;no
täiesti;ADV;O;4;yes
taas;ADV;O;2;no
selline;ADJ;O;15;yes
Amercaniseerumine;PROPN;O;1;no
vorm;NOUN;O;1;no
kuskilt;ADV;O;2;no
Ameerika;PROPN;O;3;no
eurooplane;NOUN;O;1;no
kukkuma;VERB;O;2;no
kust;ADV;O;1;yes
muusika;NOUN;O;16;no
