lemma;upos;ner tag;count;stopword
palju;ADV;O;6;yes
tennis;NOUN;O;2;no
mängima;VERB;O;10;no
,;PUNCT;O;132;no
jooksma;VERB;O;5;no
ja;CCONJ;O;51;yes
liikuma;VERB;O;1;no
.;PUNCT;O;70;no
olema;AUX;O;55;yes
lugema;VERB;O;1;no
raamat;NOUN;O;1;no
kirjutama;VERB;O;2;no
teadma;VERB;O;3;no
mina;PRON;O;50;yes
energia;NOUN;O;1;no
kahekordne;ADJ;O;1;no
aga;CCONJ;O;11;yes
niipea;ADV;O;2;no
kui;SCONJ;O;11;yes
hakkama;VERB;O;2;yes
voodi;NOUN;O;1;no
kuskil;ADV;O;2;yes
pool;ADV;O;1;yes
vanem;ADJ;O;2;no
inimene;NOUN;O;5;no
dopamiin;NOUN;O;1;no
tulema;VERB;O;7;yes
kuskilt;ADV;O;1;no
veresoon;NOUN;O;3;no
jääma;VERB;O;1;no
seisma;VERB;O;1;no
seisak;NOUN;O;1;no
infarkt;NOUN;O;1;no
saama;AUX;O;2;yes
pension;NOUN;O;3;no
võtma;VERB;O;3;no
kepp;NOUN;O;1;no
käsi;NOUN;O;4;no
käima;VERB;O;5;no
vana;ADJ;O;4;no
eelmine;ADJ;O;1;yes
anekdoot;NOUN;O;1;no
natuke;ADV;O;2;no
õlu;NOUN;O;1;no
jooma;VERB;O;1;no
seal;ADV;O;8;yes
Aivar;PROPN;O;1;no
tema;PRON;O;19;yes
tekkima;VERB;O;2;no
ahenemine;NOUN;O;1;no
see;PRON;O;23;yes
ajama;VERB;O;1;no
värske;ADJ;O;2;no
nagu;SCONJ;O;1;yes
kummine;NOUN;O;1;no
kui;ADV;O;1;yes
rasvane;ADJ;O;1;no
toit;NOUN;O;1;no
seem;NOUN;O;1;no
kohe;ADV;O;2;yes
poolumik;NOUN;O;1;no
alati;ADV;O;1;yes
ärkvel;ADJ;O;1;no
kuni;ADP;O;1;yes
surmatund;NOUN;O;1;no
katsuma;VERB;O;1;no
hoidma;VERB;O;1;no
kahtulik;NOUN;O;1;no
toiduaine;NOUN;O;1;no
vool;NOUN;O;1;no
vähene;ADJ;O;1;no
viima;VERB;O;1;no
liha;NOUN;O;2;no
vähe;ADV;O;2;no
sest;SCONJ;O;1;yes
raskesti;ADV;O;1;no
seeditav;ADJ;O;1;no
asi;NOUN;O;2;no
mis;PRON;O;6;yes
olema;VERB;O;4;yes
tarvis;ADV;O;1;yes
tingimata;ADV;O;1;no
natukene;ADV;O;1;no
sööma;VERB;O;2;no
ikka;ADV;O;4;yes
mõjuma;ADJ;O;1;no
sportlane;NOUN;O;2;no
natuganud;ADJ;O;1;no
harv;ADJ;O;1;no
doktor;NOUN;O;3;no
Emil;PROPN;O;2;no
Laur;PROPN;O;2;no
küllap;ADV;O;1;no
kõige;ADV;O;2;yes
nooruslikum;ADJ;O;1;no
kõik;DET;O;5;yes
80;NUM;O;2;no
aastane;ADJ;O;5;no
evama;VERB;O;1;no
õigus;NOUN;O;1;no
ütlema;VERB;O;11;no
oma;PRON;O;4;yes
tohter;NOUN;O;1;no
spordikogemus;NOUN;O;1;no
muide;ADV;O;1;yes
ise;ADV;O;1;yes
arstiteadus;NOUN;O;1;no
ei;AUX;O;7;yes
veel;ADV;O;3;yes
arenenud;ADJ;O;1;no
tänapäev;NOUN;O;1;no
suurus;NOUN;O;1;no
rikas;ADJ;O;1;no
teadus;NOUN;O;1;no
saama;VERB;O;5;yes
juba;ADV;O;5;yes
aeg;NOUN;O;6;no
elu;NOUN;O;3;no
seadus;NOUN;O;1;no
et;SCONJ;O;21;yes
Tarske;PROPN;O;1;no
kes;PRON;O;4;yes
tugev;ADJ;O;7;no
füüsiline;ADJ;O;1;no
töö;NOUN;O;6;no
tegema;VERB;O;11;yes
tugevam;ADJ;O;1;no
vastupidavam;ADJ;O;1;no
igasugune;DET;O;1;yes
eluraskus;NOUN;O;1;no
haigus;NOUN;O;1;no
elama;VERB;O;2;no
laisalt;ADV;O;1;no
liikumata;VERB;O;1;no
lodev;ADJ;O;1;no
elukomme;NOUN;O;1;no
tervis;NOUN;O;1;no
eest;ADP;O;1;yes
lugu;NOUN;O;1;no
pidama;VERB;O;1;yes
kreeklane;NOUN;O;1;no
hiljem;ADV;O;1;no
roomlane;NOUN;O;1;no
leidma;VERB;O;2;no
ligi;ADV;O;1;yes
3000;NUM;O;1;no
aasta;NOUN;O;5;no
enne;ADP;O;1;yes
vaja;ADV;O;1;no
