lemma;upos;ner tag;count;stopword
nutikas;ADJ;O;2;no
maailm;NOUN;O;4;no
olema;AUX;O;153;yes
raadiopaid;NOUN;O;1;no
üks;DET;O;11;yes
klikk;NOUN;O;2;no
kaugusel;ADP;O;2;no
.;PUNCT;O;213;no
leidma;VERB;O;6;no
raadio;NOUN;O;18;no
,;PUNCT;O;345;no
äpp;NOUN;O;1;no
Goog;PROPN;O;2;no
Play;PROPN;O;1;no
või;CCONJ;O;11;yes
App;PROPN;O;1;no
Store;PROPN;O;1;no
sina;PRON;O;41;yes
kuulma;VERB;O;11;no
kaks;NUM;O;19;no
värske;ADJ;O;5;no
ja;CCONJ;O;99;yes
eeter;NOUN;O;3;no
Maarja;PROPN;O;6;no
Merivoo-Parro;PROPN;O;4;no
Merivoo;PROPN;O;2;no
kiri;NOUN;O;1;no
tubli;ADJ;O;1;no
eriti;ADV;O;2;no
see;PRON;O;50;yes
kes;PRON;O;21;yes
mina;PRON;O;92;yes
aga;ADV;O;11;yes
saade;NOUN;O;8;no
raames;ADP;O;1;no
kulgema;VERB;O;1;no
nägema;VERB;O;6;no
ikkagi;ADV;O;4;yes
jääma;VERB;O;5;no
elu;NOUN;O;2;no
tagasi;ADV;O;1;yes
siin;ADV;O;15;yes
nii;ADV;O;20;yes
praegu;ADV;O;8;yes
neli;NUM;O;3;no
kuus;NUM;O;6;no
kui;CCONJ;O;2;yes
ka;ADV;O;29;yes
täna;ADV;O;5;no
öösel;ADV;O;5;no
südaöö;NOUN;O;1;no
kuni;ADP;O;3;yes
kell;NOUN;O;13;no
üks;NUM;O;1;yes
algama;VERB;O;2;no
Drive;PROPN;O;1;no
esimene;ADJ;O;3;no
lugu;NOUN;O;13;no
ühine;ADJ;O;1;no
kahetunnine;ADJ;O;1;no
rännak;NOUN;O;2;no
kus;ADV;O;9;yes
muusika;NOUN;O;6;no
hetkeolukord;NOUN;O;1;no
vaatama;VERB;O;17;no
püüdež;NOUN;O;1;no
seal;ADV;O;9;yes
miski;PRON;O;6;yes
värskem;ADJ;O;3;no
Fouls;PROPN;O;1;no
poolt;ADP;O;2;yes
raal;NOUN;O;1;no
vahehommik;NOUN;O;2;no
hommik;NOUN;O;9;no
üheksa;NUM;O;4;no
20;NUM;O;2;no
minut;NOUN;O;5;no
tee;NOUN;O;4;yes
äratav;ADJ;O;2;no
ära;AUX;O;2;yes
kiirustama;VERB;O;2;no
ette;ADV;O;6;yes
asi;NOUN;O;3;no
selg;NOUN;O;4;no
taha;ADP;O;4;yes
18;NUM;O;2;no
see;DET;O;42;yes
aegruum;NOUN;O;2;no
kontiinium;NOUN;O;2;no
kuskil;ADV;O;3;yes
kõrval;ADP;O;2;yes
paide;NOUN;O;2;no
sellepärast;ADV;O;3;yes
tegemine;NOUN;O;3;no
väga;ADV;O;13;yes
suureväli;NOUN;O;2;no
mis;PRON;O;32;yes
vahel;ADP;O;3;yes
energiaväli;NOUN;O;2;no
painutama;VERB;O;2;no
aeg;NOUN;O;16;no
eile;ADV;O;4;no
selline;DET;O;4;yes
energia;NOUN;O;4;no
välja;ADV;O;12;yes
muutmine;NOUN;O;2;no
lükkamine;NOUN;O;2;no
kogemus;NOUN;O;2;no
et;SCONJ;O;56;yes
kõndima;VERB;O;4;no
televiisor;NOUN;O;4;no
mööda;ADV;O;5;yes
kui;SCONJ;O;16;yes
minema;VERB;O;19;yes
sealt;ADV;O;3;yes
kinni;ADV;O;3;no
mingi;DET;O;4;yes
ei;AUX;O;31;yes
tegema;VERB;O;20;yes
panema;VERB;O;3;no
käsi;NOUN;O;6;no
eks;ADV;O;4;yes
ju;ADV;O;5;yes
nagu;SCONJ;O;8;yes
tavaliselt;ADV;O;2;no
kaubanduskeskus;NOUN;O;8;no
haav;NOUN;O;2;no
uks;NOUN;O;15;no
tunduma;VERB;O;7;no
kaamera;NOUN;O;2;no
fikseerima;VERB;O;2;no
tulema;VERB;O;13;yes
siis;ADV;O;23;yes
peale;ADP;O;5;yes
lahti;ADV;O;2;no
alati;ADV;O;2;yes
nimetama;VERB;O;1;no
tõstma;VERB;O;4;no
jätma;VERB;O;4;no
Superman;PROPN;O;2;no
avanema;VERB;O;4;no
aga;CCONJ;O;18;yes
kas;ADV;O;7;yes
toimuma;VERB;O;4;no
ainult;ADV;O;9;yes
saama;AUX;O;9;yes
näiteks;ADV;O;3;no
kuskile;ADV;O;1;no
vanalinn;NOUN;O;2;no
?;PUNCT;O;5;no
teadma;VERB;O;8;no
vana;ADJ;O;8;no
kõik;PRON;O;13;yes
palju;ADV;O;7;yes
üleliigne;ADJ;O;2;no
Punane;PROPN;O;2;no
meri;NOUN;O;2;no
äärde;ADP;O;2;yes
Egiptus;PROPN;O;2;no
ära;ADV;O;8;yes
ei;ADV;O;3;yes
mitte;ADV;O;4;yes
töötama;VERB;O;7;no
uus;ADJ;O;13;no
raadiomaja;NOUN;O;2;no
alumine;ADJ;O;2;no
usk;NOUN;O;2;no
samamoodi;ADV;O;2;no
mõtlema;VERB;O;5;no
kui;ADV;O;2;yes
