lemma;upos;ner tag;count;stopword
tere;INTJ;O;5;yes
,;PUNCT;O;554;no
hea;ADJ;O;34;no
klassikaraadiokuulaja;NOUN;O;1;no
mina;PRON;O;81;yes
nimi;NOUN;O;3;no
olema;AUX;O;372;yes
Annika;PROPN;O;2;no
Kuuda;PROPN;O;2;no
.;PUNCT;O;294;no
kolmas;ADJ;O;3;no
september;NOUN;O;9;no
heligaja;NOUN;O;2;no
saade;NOUN;O;4;no
toimetaja;NOUN;O;3;no
tänane;ADJ;O;2;no
tulema;VERB;O;19;yes
jutt;NOUN;O;4;no
järgnev;ADJ;O;1;no
teema;NOUN;O;3;no
kõigepealt;ADV;O;3;yes
kuulama;VERB;O;13;no
klassikaraadio;NOUN;O;12;no
Endla;PROPN;O;1;no
mulje;NOUN;O;7;no
27.;ADJ;O;4;no
august;NOUN;O;10;no
Stockholm;PROPN;O;2;no
toimunud;ADJ;O;4;no
Läänemeri;PROPN;O;4;no
festival;NOUN;O;14;no
avakontsert;NOUN;O;10;no
kus;ADV;O;20;yes
esinema;VERB;O;11;no
teine;PRON;O;5;yes
seas;ADP;O;1;yes
Eesti;PROPN;O;22;no
riiklik;ADJ;O;5;no
sümfooniaorkester;NOUN;O;15;no
ja;CCONJ;O;235;yes
rahvusmeeskoor;NOUN;O;2;no
dirigent;NOUN;O;13;no
Tõnu;PROPN;O;6;no
Kaljuste;PROPN;O;6;no
juhatus;NOUN;O;3;no
Maarja;PROPN;O;3;no
kindel;ADJ;O;4;no
käima;VERB;O;6;no
esimene;ADJ;O;13;no
kontsert;NOUN;O;35;no
hooaeg;NOUN;O;3;no
Pariis;PROPN;O;7;no
orkester;NOUN;O;43;no
Paavo;PROPN;O;9;no
Järvi;PROPN;O;8;no
muusikauudis;NOUN;O;4;no
lai;ADJ;O;2;no
maailm;NOUN;O;5;no
vahendama;VERB;O;1;no
nelev;ADJ;O;1;no
teenf;NOUN;O;1;no
31.;ADJ;O;3;no
Soome;PROPN;O;16;no
pidulikult;ADV;O;1;no
avatud;ADJ;O;3;no
Helsinki;PROPN;O;2;no
muusik;NOUN;O;12;no
Ida;PROPN;O;1;no
lugu;NOUN;O;1;no
see;PRON;O;149;yes
tähendus;NOUN;O;2;no
põhjanaaber;NOUN;O;2;no
muusikael;NOUN;O;1;no
kõneleja;NOUN;O;1;no
kohapeal;ADV;O;1;no
käinud;ADJ;O;1;no
peatoimetaja;NOUN;O;3;no
Tiia;PROPN;O;3;no
Teder;PROPN;O;3;no
saama;VERB;O;15;yes
pikem;ADJ;O;2;no
teemakäsitlus;NOUN;O;1;no
akustika;NOUN;O;46;no
kontserdipaik;NOUN;O;4;no
mis;PRON;O;77;yes
rääkima;VERB;O;18;no
lähemalt;ADV;O;2;no
dotsent;NOUN;O;2;no
Avo-Rein;PROPN;O;3;no
Tereping;PROPN;O;3;no
kuulamine;NOUN;O;1;no
hülgaja;NOUN;O;1;no
käesolev;ADJ;O;1;no
aasta;NOUN;O;28;no
Rootsi;PROPN;O;6;no
kuulutatud;ADJ;O;1;no
Baltikum;PROPN;O;1;no
seetõttu;ADV;O;2;yes
ka;ADV;O;88;yes
tänavune;ADJ;O;1;no
pidulik;ADJ;O;3;no
pühendama;VERB;O;1;no
Baltimaa;PROPN;O;4;no
iseseisvus;NOUN;O;1;no
taastamine;NOUN;O;1;no
20.;ADJ;O;2;no
aastapäev;NOUN;O;1;no
tähistama;VERB;O;3;no
päev;NOUN;O;3;no
mil;ADV;O;2;yes
20;NUM;O;5;no
eest;ADP;O;3;yes
Läti;PROPN;O;8;no
Leedu;PROPN;O;6;no
taasiseseisvumine;NOUN;O;1;no
tunnustama;VERB;O;1;no
dirigeerimine;NOUN;O;5;no
osalema;VERB;O;2;no
raadio;NOUN;O;7;no
koor;NOUN;O;12;no
eesti;ADJ;O;4;no
rahvuslane;NOUN;O;1;no
Eskorial;PROPN;O;1;no
tütarlastekoor;NOUN;O;1;no
paide;NOUN;O;1;no
kava;NOUN;O;7;no
kõlama;VERB;O;15;no
muusika;NOUN;O;26;no
eel;ADP;O;1;yes
korraldama;VERB;O;2;no
omaaegne;ADJ;O;1;no
balti;ADJ;O;5;no
kett;NOUN;O;3;no
eeskuju;NOUN;O;1;no
vabadus;NOUN;O;1;no
