lemma;upos;ner tag;count;stopword
eeter;NOUN;O;1;no
olema;AUX;O;131;yes
teatriluuk;NOUN;O;1;no
,;PUNCT;O;323;no
mina;PRON;O;116;yes
Keiu;PROPN;O;1;no
Virro;PROPN;O;1;no
.;PUNCT;O;71;no
seekordne;ADJ;O;1;no
saatekülaline;NOUN;O;2;no
kirjanik;NOUN;O;2;no
ja;CCONJ;O;70;yes
lavastaja;NOUN;O;5;no
Urmas;PROPN;O;5;no
Vadi;PROPN;O;2;no
peamiselt;ADV;O;1;yes
tähendama;VERB;O;2;no
see;PRON;O;77;yes
et;SCONJ;O;121;yes
lootma;VERB;O;1;no
tema;PRON;O;34;yes
sest;SCONJ;O;5;yes
Tallinn;PROPN;O;3;no
stuudio;NOUN;O;2;no
tortuma;VERB;O;1;no
rääkima;VERB;O;17;no
üks;DET;O;14;yes
lugu;NOUN;O;3;no
see;DET;O;35;yes
ei;AUX;O;48;yes
tegelikult;ADV;O;8;no
kuigi;ADV;O;1;yes
huvitav;ADJ;O;3;no
lihtsalt;ADV;O;20;no
täna;ADV;O;2;no
mõtlema;VERB;O;24;no
raadio;NOUN;O;1;no
poole;ADP;O;1;yes
kõndima;VERB;O;1;no
peale;ADP;O;3;yes
mis;PRON;O;39;yes
viimane;ADJ;O;1;no
aeg;NOUN;O;2;no
lavastus;NOUN;O;10;no
päriselt;ADV;O;2;no
mingisugune;DET;O;12;yes
selline;DET;O;16;yes
jälg;NOUN;O;1;no
või;CCONJ;O;49;yes
emotsioon;NOUN;O;1;no
jätma;VERB;O;2;no
nüüd;ADV;O;7;yes
pidama;AUX;O;4;yes
tunnistama;VERB;O;1;no
üks;PRON;O;2;yes
Furby;PROPN;O;1;no
tagasitulek;NOUN;O;3;no
pärast;ADP;O;1;yes
sisustus;NOUN;O;1;no
teine;PRON;O;3;yes
muide;ADV;O;1;yes
unistaja;NOUN;O;1;no
Juhan;PROPN;O;1;no
Ulfsaki;PROPN;O;1;no
siis;ADV;O;38;yes
kaks;NUM;O;4;no
nii;ADV;O;15;yes
erinev;ADJ;O;1;no
vulistaja;NOUN;O;1;no
kolm;NUM;O;2;no
noor;ADJ;O;1;no
inimene;NOUN;O;20;no
lava;NOUN;O;3;no
jõud;NOUN;O;1;no
power;NOUN;O;1;no
metal;NOUN;O;1;no
kontsert;NOUN;O;1;no
skoor;INTJ;O;1;no
tund;NOUN;O;1;no
elama;VERB;O;2;no
õnn;NOUN;O;1;no
muidugi;ADV;O;7;yes
video;NOUN;O;1;no
kõik;DET;O;9;yes
asi;NOUN;O;18;no
sina;PRON;O;20;yes
seal;ADV;O;8;yes
kell;NOUN;O;1;no
vile;NOUN;O;1;no
täiesti;ADV;O;3;yes
tavaline;ADJ;O;1;no
kui;SCONJ;O;20;yes
üritama;VERB;O;2;no
siin;ADV;O;2;yes
kirjeldama;VERB;O;2;no
üleüldse;ADV;O;2;no
kõlama;VERB;O;5;no
väga;ADV;O;14;yes
seksikalt;ADV;O;1;no
argielustseen;NOUN;O;1;no
väike;ADJ;O;2;no
vind;NOUN;O;1;no
eks;ADV;O;4;yes
ju;ADV;O;7;yes
no;INTJ;O;3;no
teadma;VERB;O;10;no
ise;PRON;O;20;yes
nagu;SCONJ;O;41;yes
tegemine;NOUN;O;1;no
minema;VERB;O;5;yes
tõepoolest;ADV;O;3;no
ka;ADV;O;25;yes
argielu;NOUN;O;1;no
tänapäevaelu;NOUN;O;1;no
mingi;DET;O;19;yes
poliitiline;ADJ;O;1;no
olukord;NOUN;O;1;no
noh;INTJ;O;24;yes
poolt;ADV;O;3;yes
panema;VERB;O;2;no
kokku;ADV;O;4;yes
pereelu;NOUN;O;1;no
olm;NOUN;O;4;no
intiimne;ADJ;O;1;no
moment;NOUN;O;1;no
teine;DET;O;7;yes
miski;PRON;O;15;yes
suur;ADJ;O;1;no
globaalne;ADJ;O;1;no
käima;VERB;O;3;no
üle;ADP;O;3;yes
pea;NOUN;O;1;yes
umbes;ADV;O;1;yes
samasugune;DET;O;1;yes
tunne;NOUN;O;8;no
lugema;VERB;O;3;no
või;ADV;O;4;yes
kuulama;VERB;O;2;no
uudis;NOUN;O;3;no
kuskil;ADV;O;3;yes
plahvatama;VERB;O;2;no
pomm;NOUN;O;2;yes
tundma;VERB;O;4;no
kaasa;ADV;O;1;no
tahtma;VERB;O;14;no
toimuma;VERB;O;2;no
aga;CCONJ;O;28;yes
ega;ADV;O;6;yes
tegema;VERB;O;12;yes
saama;VERB;O;8;yes
tekkima;VERB;O;7;no
selline;ADJ;O;5;yes
tobe;ADJ;O;1;no
abitus;NOUN;O;1;no
hetk;NOUN;O;4;no
tegelema;VERB;O;1;no
edasi;ADV;O;5;yes
kuidagi;ADV;O;15;yes
saak;NOUN;O;1;no
kas;ADV;O;11;yes
tähtsam;ADJ;O;1;no
ühesõnaga;ADV;O;3;no
jah;ADV;O;7;yes
soovima;VERB;O;1;no
kuidas;ADV;O;8;yes
ütlema;VERB;O;9;no
plahvama;VERB;O;1;no
kõrval;ADP;O;2;yes
mõjutama;VERB;O;4;no
niimoodi;ADV;O;6;yes
olme;NOUN;O;1;no
ometigi;ADV;O;1;no
seeläbi;ADV;O;1;no
võimalus;NOUN;O;2;no
omaenese;PRON;O;2;yes
mull;NOUN;O;1;no
elu;NOUN;O;5;no
näiteks;ADV;O;4;no
hakkama;VERB;O;8;yes
kõik;PRON;O;11;yes
kartma;VERB;O;4;no
meeletu;ADJ;O;3;no
hoog;NOUN;O;1;no
võõras;ADJ;O;10;no
muu;PRON;O;1;yes
läbi;ADV;O;3;yes
muutuma;VERB;O;5;no
võib-olla;ADV;O;6;yes
välja;ADV;O;11;yes
nähtamatu;ADJ;O;1;no
Peeter;PROPN;O;4;no
