lemma;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
õhtu;NOUN;O;3;no
,;PUNCT;O;178;no
kell;NOUN;O;1;no
saama;VERB;O;13;yes
kuu;NOUN;O;1;no
uudistetoimetus;NOUN;O;1;no
tegema;VERB;O;13;yes
kokkuvõte;NOUN;O;1;no
neljapäev;ADJ;O;1;no
21.-st;ADJ;O;1;no
juuli;NOUN;O;2;no
.;PUNCT;O;131;no
stuudio;NOUN;O;1;no
olema;AUX;O;116;yes
Kai;PROPN;O;1;no
Vare;PROPN;O;1;no
Euroopa;PROPN;O;4;no
Liit;PROPN;O;2;no
pikendama;VERB;O;1;no
kriisiriik;NOUN;O;2;no
laenutähtaeg;NOUN;O;1;no
ja;CCONJ;O;63;yes
alandama;VERB;O;1;no
intress;NOUN;O;2;no
vahendama;VERB;O;1;no
Reuters;PROPN;O;1;no
Brüssel;PROPN;O;2;no
toimuv;ADJ;O;1;no
eurotsoon;NOUN;O;2;no
riigipea;NOUN;O;1;no
kohtumine;NOUN;O;2;no
töödokument;NOUN;O;1;no
rahandusminister;NOUN;O;1;no
Jürgen;PROPN;O;2;no
ligi;ADV;O;3;yes
sõna;NOUN;O;2;no
Kreeka;PROPN;O;6;no
tõenäoline;ADJ;O;2;no
laen;NOUN;O;5;no
alles;ADV;O;3;yes
loodav;ADJ;O;2;no
finantsstabiilsus;NOUN;O;3;no
fond;NOUN;O;4;no
Eesti;PROPN;O;13;no
parim;ADJ;O;5;no
liider;NOUN;O;7;no
programm;NOUN;O;8;no
kaudu;ADP;O;4;yes
toetus;NOUN;O;4;no
saanud;ADJ;O;2;yes
põllumajandusprojekt;NOUN;O;3;no
Taali;PROPN;O;3;no
mesila;NOUN;O;3;no
meeeraldus;NOUN;O;1;no
seadma;VERB;O;2;no
täna;ADV;O;8;no
tunnustama;VERB;O;2;no
teine;DET;O;2;yes
tublim;ADJ;O;1;no
kolm;NUM;O;8;no
aasta;NOUN;O;32;no
jooksul;ADP;O;2;yes
kamm;NOUN;O;1;no
abil;ADP;O;3;yes
rahastatud;VERB;O;1;no
üle;ADP;O;7;yes
pool;NUM;O;3;yes
1000;NUM;O;4;no
projekt;NOUN;O;7;no
mis;PRON;O;14;yes
