lemma;upos;ner tag;count;stopword
nutikas;ADJ;O;2;no
maailm;NOUN;O;5;no
olema;AUX;O;120;yes
raadio;NOUN;O;21;no
vaid;ADV;O;1;yes
üks;DET;O;11;yes
klikk;NOUN;O;2;no
kaugusel;ADP;O;2;no
.;PUNCT;O;164;no
leidma;VERB;O;4;no
,;PUNCT;O;241;no
äpp;NOUN;O;2;no
Goog;PROPN;O;2;no
Play;PROPN;O;2;no
või;CCONJ;O;7;yes
App;PROPN;O;2;no
Store;PROPN;O;2;no
sina;PRON;O;28;yes
kuulama;VERB;O;12;no
?;PUNCT;O;5;no
ja;CCONJ;O;96;yes
vabavara;NOUN;O;1;no
vaba;ADJ;O;5;no
eeter;NOUN;O;8;no
Kristo;PROPN;O;6;no
Rajasaar;PROPN;O;7;no
kell;NOUN;O;29;no
viis;NUM;O;7;no
minut;NOUN;O;14;no
neli;NUM;O;4;no
läbi;ADP;O;3;yes
aitäh;VERB;O;1;yes
uudis;NOUN;O;2;no
tund;NOUN;O;2;no
aeg;NOUN;O;4;no
pärast;ADP;O;3;yes
kohtuma;VERB;O;1;no
see;PRON;O;30;yes
taasalanud;ADJ;O;1;no
10.;ADJ;O;2;no
nädal;NOUN;O;8;no
viimane;ADJ;O;4;no
draiv;NOUN;O;6;no
mina;PRON;O;32;yes
sõitma;VERB;O;1;no
sõidutama;VERB;O;1;no
kuni;ADP;O;2;yes
kuus;NUM;O;9;no
välja;ADV;O;5;yes
tema;PRON;O;23;yes
Richards;PROPN;O;1;no
Croft;PROPN;O;1;no
siis;ADV;O;30;yes
aasta;NOUN;O;9;no
raadiojaam;NOUN;O;2;no
kaks;NUM;O;27;no
Kemidela;PROPN;O;1;no
Aav;PROPN;O;1;no
uus;ADJ;O;10;no
check-paar;NOUN;O;1;no
ikka;ADV;O;5;yes
eriti;ADV;O;2;no
hea;ADJ;O;3;no
16;NUM;O;6;no
12;NUM;O;3;no
hoidma;VERB;O;1;no
tempo;NOUN;O;1;no
Sliformaats;PROPN;O;1;no
Andrew;PROPN;O;1;no
eks;ADV;O;2;yes
säi;NOUN;O;1;no
18;NUM;O;1;no
tunduma;VERB;O;1;no
nüüd;ADV;O;14;yes
niimoodi;ADV;O;4;yes
et;SCONJ;O;24;yes
19.;ADJ;O;1;no
juuni;NOUN;O;2;no
see;DET;O;16;yes
Tallinn;PROPN;O;4;no
linn;NOUN;O;2;no
maabuma;VERB;O;1;no
suurepärane;ADJ;O;2;no
kontsertõht;NOUN;O;1;no
in;X;O;2;no
industriaalrokk;NOUN;O;1;no
austaja;NOUN;O;2;no
nimelt;ADV;O;1;no
kuulutama;VERB;O;1;no
meik;NOUN;O;1;no
juurukai;NOUN;O;1;no
kentuur;NOUN;O;1;no
mis;PRON;O;21;yes
koosnema;VERB;O;2;no
Lainab;PROPN;O;1;no
endine;ADJ;O;1;no
raba;NOUN;O;1;no
sordia;NOUN;O;1;no
Mehhiko;PROPN;O;2;no
lord;NOUN;O;1;no
of;X;O;1;no
the;X;O;1;no
laps;NOUN;O;2;no
Saksamaa;PROPN;O;1;no
USA;PROPN;O;2;no
Filter;PROPN;O;1;no
Norra;PROPN;O;1;no
komb;NOUN;O;1;no
kraiste;NOUN;O;1;no
kombigre;NOUN;O;1;no
filter;NOUN;O;2;no
mõlema;PRON;O;1;yes
Eesti;PROPN;O;3;no
ka;ADV;O;10;yes
