lemma;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
,;PUNCT;O;116;no
eikellegimaa;NOUN;O;3;no
avatud;ADJ;O;1;no
muusikasaae;NOUN;O;1;no
olema;AUX;O;75;yes
algama;VERB;O;1;no
ehkki;SCONJ;O;1;yes
see;DET;O;14;yes
saade;NOUN;O;4;no
peategelane;NOUN;O;1;no
noh;INTJ;O;1;yes
see;PRON;O;38;yes
ehk;ADV;O;9;yes
siis;ADV;O;14;yes
seesugune;DET;O;9;yes
nimi;NOUN;O;10;no
all;ADP;O;1;yes
esinev;ADJ;O;1;no
hollandlanna;NOUN;O;1;no
Elizabeth;PROPN;O;14;no
Esselink;PROPN;O;1;no
olema;VERB;O;4;yes
alles;ADV;O;1;yes
hakkama;VERB;O;3;yes
mängima;VERB;O;5;no
mina;PRON;O;17;yes
oma;PRON;O;14;yes
parem;ADJ;O;1;no
pala;NOUN;O;8;no
.;PUNCT;O;65;no
õieti;ADV;O;2;no
küll;ADV;O;8;yes
nii;ADV;O;10;yes
nagu;SCONJ;O;11;yes
nüüd;ADV;O;5;yes
alati;ADV;O;2;yes
et;SCONJ;O;10;yes
tegelikult;ADV;O;9;no
ära;ADV;O;4;yes
valima;VERB;O;2;no
ei;ADV;O;3;yes
keegi;PRON;O;10;yes
muusikalugu;NOUN;O;1;no
ja;CCONJ;O;36;yes
laul;NOUN;O;8;no
sina;PRON;O;5;yes
ette;ADV;O;2;yes
kes;PRON;O;9;yes
tiit;NOUN;O;1;no
kus;ADV;O;7;yes
tema;PRON;O;25;yes
muusika;NOUN;O;5;no
täna;ADV;O;2;no
soolema;VERB;O;6;no
kaks;DET;O;1;no
kelmikalt;ADV;O;2;no
album;NOUN;O;4;no
aasta;NOUN;O;5;no
1990;NUM;O;1;no
800;NUM;O;1;no
99;X;O;1;no
armikas;ADJ;O;1;no
pop;NOUN;O;1;no
jääma;VERB;O;6;no
kõlama;VERB;O;1;no
kuni;ADP;O;1;yes
tund;NOUN;O;1;no
lõpp;NOUN;O;1;no
järgmine;ADJ;O;6;yes
kolm;NUM;O;1;no
minut;NOUN;O;2;no
kallama;VERB;O;1;no
super;NOUN;O;1;no
Luity;PROPN;O;1;no
sest;SCONJ;O;5;yes
andma;VERB;O;4;no
sool;ADJ;O;6;no
superflööt;NOUN;O;1;no
tiitel;NOUN;O;1;no
esimene;ADJ;O;8;no
tänane;ADJ;O;5;no
madal;ADJ;O;4;no
maaland;NOUN;O;3;no
Esseling;PROPN;O;1;no
ehk;CCONJ;O;7;yes
tegemine;NOUN;O;1;no
balannas;NOUN;O;1;no
kelmikas;ADJ;O;2;no
üsna;ADV;O;3;yes
tütarlapselik;ADJ;O;2;no
naiivsevõit;NOUN;O;1;no
hea;ADJ;O;3;no
mõte;NOUN;O;1;no
muusikaline;ADJ;O;4;no
palet;NOUN;O;1;no
näitav;ADJ;O;1;no
daam;NOUN;O;3;no
ei;AUX;O;8;yes
võima;AUX;O;4;yes
teps;ADV;O;4;no
mitte;ADV;O;7;yes
päris;ADV;O;4;yes
kindel;ADJ;O;1;no
lugu;NOUN;O;7;no
pealiskiri;NOUN;O;1;no
mõni;DET;O;1;yes
kummastav;ADJ;O;2;no
väljend;NOUN;O;1;no
tekst;NOUN;O;3;no
või;CCONJ;O;10;yes
koosnema;VERB;O;1;no
vana;ADJ;O;3;no
mis;PRON;O;19;yes
ka;ADV;O;11;yes
näiteks;ADV;O;1;no
inglise;ADJ;O;3;no
keel;NOUN;O;3;no
enamasti;ADV;O;2;no
tarvitama;VERB;O;3;no
päriselt;ADV;O;2;no
ning;CCONJ;O;4;yes
mood;NOUN;O;2;no
sama;ADV;O;2;yes
meelsasti;ADV;O;1;no
heli;NOUN;O;1;no
tihtipeale;ADV;O;5;no
pärinema;VERB;O;1;no
allikas;NOUN;O;1;no
nii-öelda;ADV;O;1;no
hämar;ADJ;O;1;no
üldse;ADV;O;1;no
tundma;VERB;O;1;no
teine;DET;O;4;yes
artist;NOUN;O;1;no
poolt;ADP;O;2;yes
ilmselt;ADV;O;3;no
tundmatu;ADJ;O;1;no
teadma;VERB;O;1;no
aeg;NOUN;O;2;no
heliplaat;NOUN;O;5;no
salvestatud;ADJ;O;2;no
link;NOUN;O;8;no
verinoor;ADJ;O;1;no
piiga;NOUN;O;1;no
just;ADV;O;2;yes
hiljaaegu;ADV;O;1;no
õhinal;ADV;O;1;no
armuma;VERB;O;1;no
plaat;NOUN;O;5;no
masin;NOUN;O;1;no
