lemma;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
,;PUNCT;O;701;no
hea;ADJ;O;19;no
raadiokuulaja;NOUN;O;1;no
.;PUNCT;O;236;no
mina;PRON;O;147;yes
olema;AUX;O;395;yes
toimetaja;NOUN;O;1;no
Nele-Eva;PROPN;O;1;no
Steinfeld;PROPN;O;1;no
ja;CCONJ;O;238;yes
see;DET;O;140;yes
nädal;NOUN;O;3;no
helikada;NOUN;O;1;no
saade;NOUN;O;4;no
teema;NOUN;O;9;no
järgmine;ADJ;O;3;yes
diskussioon;NOUN;O;3;no
kese;NOUN;O;2;no
festival;NOUN;O;36;no
Eesti;PROPN;O;55;no
muusika;NOUN;O;52;no
päev;NOUN;O;32;no
rääkima;VERB;O;10;no
stuudio;NOUN;O;4;no
helilooja;NOUN;O;39;no
Helena;PROPN;O;6;no
Tulve;PROPN;O;7;no
Rene;PROPN;O;3;no
eespere;NOUN;O;3;no
muusikateadlane;NOUN;O;2;no
Kerri;PROPN;O;5;no
Kotta;PROPN;O;5;no
saama;VERB;O;15;yes
lõpp;NOUN;O;1;no
muusikauudis;NOUN;O;4;no
maailm;NOUN;O;10;no
kuulamine;NOUN;O;3;no
sülgaja;NOUN;O;2;no
tänane;ADJ;O;3;no
helt;NOUN;O;3;no
keskenduma;VERB;O;2;no
tänavune;ADJ;O;11;no
saama;AUX;O;19;yes
kuulama;VERB;O;17;no
tema;PRON;O;89;yes
üle;ADP;O;8;yes
70;NUM;O;2;no
hulgas;ADP;O;1;yes
väga;ADV;O;79;yes
tuntud;ADJ;O;3;no
nimi;NOUN;O;1;no
nagu;SCONJ;O;69;yes
Arvo;PROPN;O;3;no
Pärt;PROPN;O;5;no
Ester;PROPN;O;1;no
Mägi;PROPN;O;1;no
Tõnu;PROPN;O;1;no
Kõrvits;PROPN;O;1;no
aga;ADV;O;9;yes
samuti;ADV;O;8;yes
kava;NOUN;O;6;no
ka;ADV;O;78;yes
palju;ADV;O;36;yes
noor;ADJ;O;9;no
autor;NOUN;O;11;no
looming;NOUN;O;5;no
üldse;ADV;O;7;no
kaasatud;ADJ;O;1;no
interpreet;NOUN;O;4;no
toimuma;VERB;O;10;no
esimene;ADJ;O;5;no
kord;NOUN;O;5;no
1979.;ADJ;O;1;no
aasta;NOUN;O;35;no
see;PRON;O;202;yes
üks;DET;O;44;yes
olulisem;ADJ;O;3;no
siinne;ADJ;O;6;no
keskenduv;ADJ;O;1;no
korraldama;VERB;O;1;no
liit;NOUN;O;1;no
juba;ADV;O;18;yes
10;NUM;O;1;no
kunstiline;ADJ;O;3;no
juht;NOUN;O;9;no
Timo;PROPN;O;1;no
Steiner;PROPN;O;1;no
Ülo;PROPN;O;1;no
Krigul;PROPN;O;1;no
50;NUM;O;2;no
uudisteos;NOUN;O;4;no
