lemma;upos;ner tag;count;stopword
tähendama;VERB;O;16;no
,;PUNCT;O;789;no
lugupeetud;ADJ;O;4;no
daam;NOUN;O;6;no
ja;CCONJ;O;302;yes
härras;NOUN;O;4;no
.;PUNCT;O;350;no
mina;PRON;O;296;yes
pidama;AUX;O;26;yes
sina;PRON;O;34;yes
rõõmustama;VERB;O;3;no
ettevalmistatud;ADJ;O;1;no
kõne;NOUN;O;2;no
ei;AUX;O;109;yes
saama;AUX;O;18;yes
see;PRON;O;194;yes
õnn;NOUN;O;1;no
või;CCONJ;O;34;yes
kahjuks;ADV;O;3;no
ette;ADV;O;3;yes
lugema;VERB;O;6;no
sellepärast;ADV;O;5;yes
et;SCONJ;O;152;yes
aeg;NOUN;O;13;no
olema;AUX;O;359;yes
niivõrd;ADV;O;2;yes
üle;ADV;O;6;yes
minema;VERB;O;18;yes
umbes;ADV;O;2;yes
30;NUM;O;2;no
minut;NOUN;O;1;no
tegema;VERB;O;44;yes
planeeritus;NOUN;O;1;no
kauem;ADV;O;1;no
siin;ADV;O;36;yes
praegu;ADV;O;16;yes
töö;NOUN;O;3;no
aga;CCONJ;O;59;yes
nüüd;ADV;O;28;yes
tahtma;VERB;O;24;no
ainult;ADV;O;15;yes
paar;NUM;O;7;no
asi;NOUN;O;17;no
mis;PRON;O;80;yes
ei;ADV;O;13;yes
mööda;ADV;O;1;yes
ega;CCONJ;O;5;yes
ümber;ADV;O;2;yes
kui;SCONJ;O;61;yes
kuulma;VERB;O;5;no
täna;ADV;O;8;no
toimuma;VERB;O;2;no
see;DET;O;102;yes
selts;NOUN;O;89;no
koosolek;NOUN;O;6;no
aktiivsem;ADJ;O;2;no
inimene;NOUN;O;11;no
tulema;VERB;O;32;yes
kokku;ADV;O;7;yes
siis;ADV;O;52;yes
Rootsi;PROPN;O;3;no
kaks;NUM;O;11;no
telefonikõne;NOUN;O;1;no
kõik;DET;O;19;yes
õnnitlema;VERB;O;1;no
proua;NOUN;O;2;no
Niina;PROPN;O;1;no
loona;NOUN;O;1;no
vanaaegne;ADJ;O;2;no
Vana-Euroopa;PROPN;O;1;no
Estonia;PROPN;O;64;no
ammuaegne;ADJ;O;1;no
solist;NOUN;O;2;no
süda;NOUN;O;3;no
tema;PRON;O;84;yes
tundma;VERB;O;4;no
kahetsus;NOUN;O;1;no
tervislik;ADJ;O;1;no
seisund;NOUN;O;2;no
võimaldama;VERB;O;1;no
koos;ADV;O;2;yes
Bowniinalona;PROPN;O;1;no
tervitama;VERB;O;8;no
kõik;PRON;O;25;yes
teiseks;ADV;O;1;yes
viibima;VERB;O;1;no
Tallinn;PROPN;O;8;no
preester;NOUN;O;2;no
Nikolai;PROPN;O;2;no
suur;ADJ;O;16;no
sööma;VERB;O;1;no
isiklik;ADJ;O;1;no
kutse;NOUN;O;1;no
seoses;ADP;O;2;no
Eesti;PROPN;O;32;no
vabariik;NOUN;O;2;no
president;NOUN;O;1;no
Konstantin;PROPN;O;1;no
Päts;PROPN;O;1;no
põrm;NOUN;O;1;no
ümbermatmine;NOUN;O;1;no
üks;PRON;O;4;yes
kes;PRON;O;37;yes
teostama;VERB;O;1;no
matmistseremoonia;NOUN;O;1;no
onu;NOUN;O;2;no
sööt;NOUN;O;1;no
seesama;ADJ;O;1;yes
Nico;PROPN;O;1;no
suhteliselt;ADV;O;1;no
ka;ADV;O;72;yes
samuti;ADV;O;5;yes
teater;NOUN;O;19;no
nii;ADV;O;59;yes
ilma;ADP;O;3;yes
tervitus;NOUN;O;3;no
kuidagi;ADV;O;4;yes
teos;NOUN;O;2;no
lahkuma;VERB;O;1;no
uskuma;VERB;O;1;no
tänama;VERB;O;5;no
võtma;VERB;O;28;no
aplaus;NOUN;O;1;no
tõsine;ADJ;O;1;no
natukene;ADV;O;7;no
nali;NOUN;O;2;no
keerama;VERB;O;1;no
sest;SCONJ;O;14;yes
hapnik;NOUN;O;1;no
vähe;ADV;O;4;no
tekkima;VERB;O;10;no
pisikene;ADJ;O;1;no
unisus;NOUN;O;1;no
efekt;NOUN;O;1;no
natuke;NOUN;O;1;no
pärast;ADP;O;4;yes
idee;NOUN;O;4;no
käima;VERB;O;7;no
konkreetne;ADJ;O;2;no
konstruktiivne;ADJ;O;2;no
järeldus;NOUN;O;1;no
nõudma;VERB;O;1;no
vajama;VERB;O;4;no
peale;ADP;O;8;yes
üks;DET;O;32;yes
suurrahvas;NOUN;O;1;no
ahistama;VERB;O;1;no
praegus;NOUN;O;1;no
mitte;ADV;O;22;yes
eesti;ADJ;O;20;no
keel;NOUN;O;24;no
rääkiv;ADJ;O;1;no
vene;ADJ;O;9;no
rahvus;NOUN;O;1;no
olemasolu;NOUN;O;1;no
veel;ADV;O;21;yes
saksa;ADJ;O;8;no
rahvas;NOUN;O;7;no
saama;VERB;O;16;yes
oma;PRON;O;38;yes
täielik;ADJ;O;2;no
jalg;NOUN;O;3;no
alla;ADV;O;2;yes
nagu;SCONJ;O;34;yes
125;NUM;O;2;no
aasta;NOUN;O;22;no
tagasi;ADP;O;3;yes
vaenlane;NOUN;O;1;no
teine;DET;O;10;yes
hea;ADJ;O;5;no
mõte;NOUN;O;17;no
tõepoolest;ADV;O;9;no
võib-olla;ADV;O;12;yes
tasuma;VERB;O;2;no
looma;VERB;O;3;no
konkureeriv;ADJ;O;1;no
tuntud;ADJ;O;1;no
inglise;ADJ;O;1;no
anekdoot;NOUN;O;1;no
kus;ADV;O;11;yes
kaua;ADV;O;3;no
saar;NOUN;O;4;no
elanud;ADJ;O;1;no
inglane;NOUN;O;1;no
lööma;VERB;O;3;no
ise;PRON;O;18;yes
Tubi;PROPN;O;1;no
üksus;NOUN;O;1;no
kasutama;VERB;O;7;no
teine;PRON;O;6;yes
gruppeline;ADJ;O;1;no
ignoreerima;VERB;O;1;no
selliselt;ADV;O;1;yes
härra;NOUN;O;17;no
Miller;PROPN;O;4;no
ettepanek;NOUN;O;12;no
tõesti;ADV;O;16;yes
üksteise;PRON;O;1;yes
vahel;ADP;O;2;yes
Gucciks;PROPN;O;1;no
võima;AUX;O;48;yes
täis;NOUN;O;2;no
poolest;ADP;O;1;yes
ütlema;VERB;O;31;no
arvama;VERB;O;17;no
rääkima;VERB;O;15;no
tükk;NOUN;O;1;no
siiski;ADV;O;4;yes
üks;NUM;O;3;yes
tingimata;ADV;O;2;no
seltsield;NOUN;O;1;no
kaasnema;VERB;O;1;no
kaasama;VERB;O;1;no
