lemma;upos;ner tag;count;stopword
reisipalavik;NOUN;O;6;no
noomimori;NOUN;O;1;no
nakkusraadioeeter;NOUN;O;1;no
.;PUNCT;O;292;no
tervist;NOUN;O;1;no
kõik;DET;O;28;yes
liste;NOUN;O;1;no
doktor;NOUN;O;1;no
Henry;PROPN;O;2;no
kõrvits;NOUN;O;1;no
olema;AUX;O;614;yes
taas;ADV;O;1;no
eeter;NOUN;O;1;no
kaasas;ADV;O;2;yes
arst;NOUN;O;1;no
õde;NOUN;O;1;no
,;PUNCT;O;1157;no
kes;PRON;O;38;yes
mälestus;NOUN;O;1;no
näol;ADP;O;1;no
erinev;ADJ;O;10;no
ravim;NOUN;O;1;no
sina;PRON;O;102;yes
haigushooge;NOUN;O;1;no
natukene;ADV;O;8;no
leevendama;VERB;O;1;no
saatejuht;NOUN;O;2;no
tänama;VERB;O;1;no
ka;ADV;O;95;yes
igasugune;DET;O;2;yes
tagasiside;NOUN;O;1;no
eest;ADP;O;4;yes
ja;CCONJ;O;433;yes
kutsuma;VERB;O;6;no
endiselt;ADV;O;1;no
inimene;NOUN;O;50;no
oma;PRON;O;22;yes
saade;NOUN;O;6;no
rääkima;VERB;O;23;no
see;PRON;O;202;yes
huvitav;ADJ;O;10;no
paik;NOUN;O;2;no
mis;PRON;O;98;yes
rännak;NOUN;O;2;no
tee;NOUN;O;30;yes
peale;ADP;O;14;yes
jääma;VERB;O;5;no
samuti;ADV;O;4;yes
tulema;VERB;O;36;yes
palju;ADV;O;56;yes
kiri;NOUN;O;1;no
kohta;ADP;O;6;yes
et;SCONJ;O;384;yes
küll;ADV;O;22;yes
väga;ADV;O;46;yes
kuulama;VERB;O;2;no
kauge;ADJ;O;2;no
eksootiline;ADJ;O;2;no
maa;NOUN;O;11;no
aga;CCONJ;O;90;yes
tahtma;VERB;O;15;no
teadma;VERB;O;46;no
rohkem;ADV;O;13;yes
kas;ADV;O;20;yes
naaber;NOUN;O;2;no
või;CCONJ;O;66;yes
selline;DET;O;27;yes
iga-aastane;ADJ;O;1;no
puhkus;NOUN;O;2;no
jagama;VERB;O;1;no
täitsa;ADV;O;2;no
see;DET;O;161;yes
arvamus;NOUN;O;1;no
põhjus;NOUN;O;2;no
tihedalt;ADV;O;5;no
ei;AUX;O;150;yes
reisima;VERB;O;1;no
seisma;VERB;O;1;no
tavaliselt;ADV;O;5;no
valik;NOUN;O;4;no
ees;ADP;O;1;yes
kuhu;ADV;O;5;yes
minema;VERB;O;96;yes
Egiptus;PROPN;O;3;no
Türgi;PROPN;O;2;no
Kreeka;PROPN;O;2;no
Hispaania;PROPN;O;2;no
?;PUNCT;O;22;no
milline;ADJ;O;11;yes
täpselt;ADV;O;11;no
valima;VERB;O;3;no
sest;SCONJ;O;20;yes
reisibrošüür;NOUN;O;1;no
foto;NOUN;O;1;no
peal;ADP;O;30;yes
kuurord;NOUN;O;1;no
koht;NOUN;O;39;no
ilus;ADJ;O;34;no
kena;ADJ;O;2;no
lähtuvalt;ADV;O;1;no
välja;ADV;O;34;yes
üks;DET;O;35;yes
praegu;ADV;O;5;yes
populaarne;ADJ;O;6;no
sihtkoht;NOUN;O;1;no
eesti;ADJ;O;2;no
turist;NOUN;O;15;no
seas;ADP;O;5;yes
pisike;ADJ;O;5;no
Portugal;PROPN;O;13;no
saar;NOUN;O;47;no
madeira;NOUN;O;20;no
kindlasti;ADV;O;18;no
mina;PRON;O;278;yes
kuulaja;NOUN;O;1;no
juba;ADV;O;14;yes
käima;VERB;O;57;no
arvama;VERB;O;29;no
sama;ADV;O;5;yes
mitte;ADV;O;8;yes
miski;PRON;O;29;yes
Madeira;PROPN;O;7;no
Kanaar;PROPN;O;6;no
Hiiumaa;PROPN;O;7;no
suurune;ADJ;O;5;no
Atlandi;PROPN;O;4;no
ookean;NOUN;O;5;no
erinevalt;ADV;O;1;no
kuuluma;VERB;O;2;no
madeira;ADJ;O;29;no
alla;ADP;O;6;yes
kuuluv;ADJ;O;1;no
autonoomne;ADJ;O;1;no
piirkond;NOUN;O;2;no
Arhipe;PROPN;O;1;no
laõg;NOUN;O;1;no
ehk;CCONJ;O;6;yes
42;NUM;O;1;no
ruutkilomeeter;NOUN;O;1;no
Porto;PROPN;O;4;no
Santo;PROPN;O;4;no
mitu;DET;O;13;yes
asustamata;ADJ;O;3;no
saarestik;NOUN;O;3;no
nimetama;VERB;O;5;no
subtroopiline;ADJ;O;3;no
kliima;NOUN;O;1;no
kus;ADV;O;37;yes
kogu;DET;O;18;yes
aeg;NOUN;O;25;no
kevad;NOUN;O;1;no
läbi;ADP;O;2;yes
aasta;NOUN;O;9;no
seal;ADV;O;226;yes
mõnus;ADJ;O;5;no
pehme;ADJ;O;1;no
ilmastik;NOUN;O;1;no
madeiralt;ADV;O;5;no
floora;NOUN;O;1;no
küllus;NOUN;O;1;no
poolest;ADP;O;1;yes
aed;NOUN;O;7;no
Saar;PROPN;O;1;no
tänane;ADJ;O;2;no
pealinn;NOUN;O;13;no
fundschall;NOUN;O;4;no
sadam;NOUN;O;2;no
saama;VERB;O;32;yes
aga;ADV;O;9;yes
tähtis;ADJ;O;2;no
peatuma;VERB;O;1;no
laev;NOUN;O;2;no
seilma;VERB;O;1;no
Euroopa;PROPN;O;7;no
Ameerika;PROPN;O;5;no
vahel;ADP;O;4;yes
saatekülaline;NOUN;O;1;no
giid;NOUN;O;3;no
muidu;ADV;O;3;yes
igapäev;NOUN;O;1;no
asi;NOUN;O;28;no
Los;PROPN;O;1;no
Angeles;PROPN;O;1;no
Raadio;PROPN;O;1;no
kaks;NUM;O;12;no
reporter;NOUN;O;1;no
Carola;PROPN;O;4;no
Madis;PROPN;O;5;no
harvas;NOUN;O;1;no
visiit;NOUN;O;2;no
pidama;AUX;O;29;yes
paljuks;ADV;O;1;no
suhteliselt;ADV;O;17;no
samas;ADV;O;11;yes
nii;ADV;O;71;yes
kättesaadav;ADJ;O;1;no
ennem;ADV;O;2;yes
kui;SCONJ;O;107;yes
Karola;PROPN;O;3;no
hakkama;VERB;O;15;yes
nägema;VERB;O;53;no
tegema;VERB;O;35;yes
valmistama;VERB;O;2;no
reis;NOUN;O;4;no
ette;ADV;O;12;yes
ülevaade;NOUN;O;1;no
ajalugu;NOUN;O;2;no
esimene;ADJ;O;5;no
märke;NOUN;O;2;no
leidma;VERB;O;4;no
Surv;PROPN;O;1;no
purskamine;NOUN;O;1;no
hukkunud;ADJ;O;1;no
Rooma;PROPN;O;1;no
impeerium;NOUN;O;1;no
filosoof;NOUN;O;1;no
Gaius;PROPN;O;1;no
Plinius;PROPN;O;1;no
sekundus;NOUN;O;1;no
mütoloogia;NOUN;O;1;no
tuntud;ADJ;O;4;no
õnnesaar;NOUN;O;1;no
asuma;VERB;O;7;no
kuskil;ADV;O;24;yes
tänapäev;NOUN;O;5;no
Õnne;NOUN;O;1;no
õnnistus;NOUN;O;1;no
mütoloogiline;ADJ;O;1;no
