lemma;upos;ner tag;count;stopword
Glooria;PROPN;O;10;no
Stefan;PROPN;O;26;no
,;PUNCT;O;73;no
Kuuba;PROPN;O;10;no
Ameerika;PROPN;O;9;no
päritolu;NOUN;O;2;no
laulja;NOUN;O;3;no
ja;CCONJ;O;58;yes
laulukirjutaja;NOUN;O;2;no
kes;PRON;O;10;yes
edestama;VERB;O;1;no
latiinopopp;NOUN;O;1;no
suur;ADJ;O;1;no
tulemine;NOUN;O;1;no
tervelt;ADV;O;2;no
kümnend;NOUN;O;1;no
võrra;ADP;O;1;yes
rajama;VERB;O;2;no
palju;PRON;O;2;yes
Ladina-Ameerika;PROPN;O;3;no
artist;NOUN;O;5;no
tee;NOUN;O;2;yes
muusikamaailmakaart;NOUN;O;1;no
.;PUNCT;O;114;no
Gloria;PROPN;O;5;no
kuuluma;VERB;O;1;no
eksimatult;ADV;O;1;no
see;PRON;O;13;yes
ilma;ADP;O;1;yes
superstaar;NOUN;O;2;no
rida;NOUN;O;1;no
tema;PRON;O;48;yes
nimi;NOUN;O;5;no
võima;AUX;O;2;yes
leidma;VERB;O;1;no
100;NUM;O;2;no
enim;NOUN;O;1;yes
müüma;ADJ;O;1;no
edetabel;NOUN;O;1;no
pidama;VERB;O;1;yes
esimene;ADJ;O;10;no
edukas;ADJ;O;2;no
crossover;NOUN;O;1;no
lõhkuma;VERB;O;1;no
latiino;NOUN;O;2;no
popmuusika;NOUN;O;2;no
piir;NOUN;O;1;no
ehk;CCONJ;O;3;yes
ristitud;ADJ;O;1;no
ime;NOUN;O;1;no
glooria;NOUN;O;24;no
Maria;PROPN;O;1;no
mis;PRON;O;13;yes
krossafachardogarssija;NOUN;O;1;no
sündima;VERB;O;7;no
1957.;ADJ;O;1;no
aasta;NOUN;O;25;no
Kuubas;PROPN;O;3;no
Havanna;PROPN;O;1;no
pere;NOUN;O;5;no
saama;VERB;O;11;yes
põgenik;NOUN;O;2;no
kasvama;VERB;O;1;no
põhiliselt;ADV;O;1;no
üles;ADV;O;2;yes
Miami;PROPN;O;7;no
kuigi;SCONJ;O;2;yes
elama;VERB;O;2;no
tihti;ADV;O;4;no
ka;ADV;O;28;yes
oma;PRON;O;17;yes
eriarmeeüksus;NOUN;O;1;no
kus;ADV;O;5;yes
isa;NOUN;O;5;no
teenima;VERB;O;2;no
ema;NOUN;O;3;no
karsija;NOUN;O;1;no
pereside;NOUN;O;1;no
Fachardo;PROPN;O;1;no
olema;AUX;O;32;yes
lasteaed;NOUN;O;1;no
juhataja;NOUN;O;1;no
pisike;ADJ;O;1;no
kõigest;ADV;O;1;yes
16;NUM;O;1;no
kuus;NOUN;O;1;no
kui;SCONJ;O;9;yes
põgenema;VERB;O;1;no
revolutsioon;NOUN;O;1;no
alus;NOUN;O;1;no
nagu;SCONJ;O;2;yes
enamus;NOUN;O;2;no
tulihingeline;ADJ;O;1;no
kommunism;NOUN;O;1;no
eriti;ADV;O;1;no
Castro;PROPN;O;3;no
režiim;NOUN;O;1;no
vastane;NOUN;O;1;no
Hosseefachardo;PROPN;O;1;no
saatus;NOUN;O;1;no
aga;ADV;O;3;yes
täis;ADV;O;1;no
veelgi;ADV;O;3;yes
keerulisem;ADJ;O;1;no
pööre;NOUN;O;1;no
töötama;VERB;O;1;no
viiekümnes;ADJ;O;1;no
endine;ADJ;O;1;no
president;NOUN;O;2;no
Fulgence;PROPN;O;1;no
Batista;PROPN;O;1;no
teenistus;NOUN;O;1;no
turvamees;NOUN;O;1;no
ning;CCONJ;O;14;yes
vangistama;VERB;O;1;no
Fidel;PROPN;O;1;no
vägi;NOUN;O;2;no
poolt;ADP;O;4;yes
viimane;NOUN;O;1;no
vallutama;VERB;O;1;no
presidendiloss;NOUN;O;1;no
59.;ADJ;O;1;no
mõni;DET;O;4;yes
kuu;NOUN;O;2;no
hiljem;ADV;O;5;no
siiski;ADV;O;1;yes
vabastama;VERB;O;1;no
liituma;VERB;O;3;no
peagi;ADV;O;1;yes
langema;VERB;O;1;no
jällegi;ADV;O;6;no
vangistus;NOUN;O;1;no
seekord;ADV;O;2;yes
kriis;NOUN;O;1;no
ajal;ADP;O;1;no
ase;NOUN;O;1;no
leidnud;ADJ;O;1;no
siga;NOUN;O;1;no
laht;NOUN;O;1;no
dessant;NOUN;O;1;no
vabanema;VERB;O;1;no
alles;ADV;O;2;yes
John;PROPN;O;1;no
F.;PROPN;O;1;no
Kennedy;PROPN;O;1;no
korraldatud;ADJ;O;1;no
vang;NOUN;O;1;no
vahetus;NOUN;O;1;no
seejärel;ADV;O;1;yes
Ossefardo;PROPN;O;1;no
mitu;DET;O;1;yes
kord;NOUN;O;1;no
Ühendriik;PROPN;O;1;no
Vietnam;PROPN;O;1;no
arvama;VERB;O;1;no
et;SCONJ;O;5;yes
käigus;ADP;O;2;no
saama;AUX;O;3;yes
tervis;NOUN;O;1;no
tugev;ADJ;O;2;no
löök;NOUN;O;1;no
seal;ADV;O;1;yes
kasutus;NOUN;O;1;no
keemiarelv;NOUN;O;1;no
tagajärg;NOUN;O;1;no
töö;NOUN;O;3;no
või;CCONJ;O;4;yes
õhtukool;NOUN;O;1;no
niipidi;ADV;O;1;no
sõjainvaliit;NOUN;O;1;no
hooldama;VERB;O;1;no
õde;NOUN;O;1;no
pekk;NOUN;O;1;no
valvama;VERB;O;1;no
suhtlemine;NOUN;O;1;no
teine;DET;O;2;yes
noor;NOUN;O;1;no
aeg;NOUN;O;6;no
jääma;VERB;O;4;no
muusika;NOUN;O;6;no
lohutus;NOUN;O;1;no
keelduma;VERB;O;1;no
nutma;VERB;O;1;no
ise;PRON;O;3;yes
haletsem;ADJ;O;1;no
sest;SCONJ;O;1;yes
lihtsalt;ADV;O;1;no
lukustama;VERB;O;1;no
tund;NOUN;O;1;no
tuba;NOUN;O;1;no
laulma;VERB;O;3;no
rõõm;NOUN;O;1;no
lisa;NOUN;O;1;no
kõik;DET;O;1;yes
aitama;VERB;O;4;no
klooria;NOUN;O;4;no
siis;ADV;O;3;yes
edaspidi;ADV;O;1;yes
ala;NOUN;O;1;no
hoidma;VERB;O;1;no
side;NOUN;O;1;no
kuub;ADJ;O;3;no
juur;NOUN;O;2;no
käima;VERB;O;2;no
tütarlaps;NOUN;O;1;no
mõeldud;ADJ;O;1;no
katoliiklik;ADJ;O;1;no
keskkool;NOUN;O;1;no
meeldima;VERB;O;1;no
kirjutama;VERB;O;2;no
luule;NOUN;O;1;no
