lemma;upos;ner tag;count;stopword
1000;NUM;O;1;no
952.;ADJ;O;1;no
aasta;NOUN;O;4;no
,;PUNCT;O;30;no
detsembrikuu;NOUN;O;1;no
algul;ADP;O;1;yes
mina;PRON;O;14;yes
sõitma;VERB;O;1;no
Kanada;PROPN;O;2;no
ja;CCONJ;O;11;yes
Ameerika;PROPN;O;2;no
reisma;VERB;O;1;no
rändama;VERB;O;1;no
seal;ADV;O;4;yes
ringi;ADV;O;1;yes
möödanu;NOUN;O;1;no
mõlema;DET;O;2;yes
suurim;ADJ;O;1;no
riik;NOUN;O;1;no
.;PUNCT;O;34;no
rääkima;VERB;O;3;no
rahvahulk;NOUN;O;1;no
rahvakoosolek;NOUN;O;1;no
olema;AUX;O;15;yes
kogusumma;NOUN;O;1;no
üks;DET;O;3;yes
terve;ADJ;O;1;no
jõudma;VERB;O;1;no
kohale;ADV;O;1;yes
Oktoobri;PROPN;O;1;no
kuu;NOUN;O;1;no
1953;NUM;O;1;no
hakkama;VERB;O;2;yes
juba;ADV;O;1;yes
varakult;ADV;O;1;no
seletama;VERB;O;1;no
et;SCONJ;O;2;yes
tulema;VERB;O;4;yes
varsti;ADV;O;1;no
tähtsam;ADJ;O;1;no
sünnipäev;NOUN;O;1;no
75;NUM;O;1;no
siis;ADV;O;2;yes
pidama;VERB;O;1;yes
lahkumine;NOUN;O;1;no
jumalateenistus;NOUN;O;2;no
koht;NOUN;O;1;no
malepetama;VERB;O;1;no
jutlus;NOUN;O;1;no
järgmine;ADJ;O;1;yes
pilt;NOUN;O;1;no
sõna;NOUN;O;3;no
kui;SCONJ;O;4;yes
nüüd;ADV;O;1;yes
astuma;VERB;O;2;no
üle;ADP;O;1;yes
pikk;ADJ;O;1;no
piir;NOUN;O;1;no
teadma;VERB;O;1;no
päev;NOUN;O;1;no
mis;PRON;O;3;yes
ootama;VERB;O;1;no
jahedam;ADJ;O;1;no
tema;PRON;O;1;yes
võima;AUX;O;1;yes
niiske;ADJ;O;1;no
käsi;NOUN;O;1;no
aeg;NOUN;O;3;no
kus;ADV;O;1;yes
mugants;NOUN;O;1;no
kõnetool;NOUN;O;1;no
ümber;ADP;O;1;yes
jääma;VERB;O;1;no
tühi;ADJ;O;2;no
ei;AUX;O;7;yes
enam;ADV;O;3;yes
kuulaja;NOUN;O;1;no
väli;NOUN;O;1;no
tempel;NOUN;O;3;no
õu;NOUN;O;1;no
keegi;PRON;O;1;yes
kinni;VERB;O;1;no
ka;ADV;O;1;yes
see;DET;O;3;yes
inimene;NOUN;O;1;no
kes;PRON;O;1;yes
elu;NOUN;O;1;no
väga;ADV;O;1;yes
armas;ADJ;O;1;no
võib-olla;ADV;O;1;yes
kõige;ADV;O;1;yes
armsam;ADJ;O;1;no
tahtma;VERB;O;1;no
kuulma;VERB;O;2;no
minema;VERB;O;1;yes
külm;ADJ;O;1;no
samm;NOUN;O;1;no
pilk;NOUN;O;1;no
mööda;ADV;O;1;yes
uks;NOUN;O;2;no
sulgema;VERB;O;2;no
tee-rada;NOUN;O;1;no
peauks;NOUN;O;2;no
kõrval;ADP;O;1;yes
juurde;ADP;O;1;yes
paks;ADJ;O;1;no
rooga;NOUN;O;1;no
üleni;ADV;O;1;no
kasvama;VERB;O;1;no
nii;ADV;O;1;yes
võtançain;NOUN;O;1;no
suur;ADJ;O;1;no
roostetanud;ADJ;O;1;no
võti;NOUN;O;1;no
sammuma;VERB;O;1;no
läbi;ADV;O;1;yes
kastepisar;NOUN;O;1;no
märg;ADJ;O;2;no
nutetud;ADJ;O;1;no
rohi;NOUN;O;1;no
veerand;NUM;O;1;no
karjuv;ADJ;O;1;no
lukk;NOUN;O;1;no
lahti;ADV;O;1;no
kirik;NOUN;O;2;no
vahel;ADV;O;1;yes
pidama;AUX;O;1;yes
üksinda;ADV;O;4;no
ega;ADV;O;1;yes
kirikukell;NOUN;O;2;no
äi;NOUN;O;1;no
helistama;VERB;O;1;no
sest;SCONJ;O;2;yes
öö;NOUN;O;1;no
ära;ADV;O;1;yes
läinud;ADJ;O;1;yes
ori;NOUN;O;3;no
valdsip;NOUN;O;1;no
organist;NOUN;O;1;no
võimalus;NOUN;O;1;no
osa;NOUN;O;1;no
võtma;VERB;O;2;no
Raiv;PROPN;O;1;no
kantsline;ADJ;O;1;no
altar;NOUN;O;2;no
oma;PRON;O;1;yes
jumal;NOUN;O;1;no
hästi;ADV;O;1;no
tasa;ADV;O;2;yes
mängima;VERB;O;2;no
sein;NOUN;O;3;no
muutuma;VERB;O;1;no
ajama;VERB;O;1;no
niisugune;PRON;O;1;yes
välja;ADV;O;1;yes
päri;ADV;O;1;yes
pisar;NOUN;O;1;no
moodi;ADP;O;1;no
E-kiri;NOUN;O;1;no
möödas;ADV;O;1;no
säiluma;VERB;O;1;no
Allan;PROPN;O;1;no
eri;ADJ;O;1;no
Mare;PROPN;O;1;no
nägema;VERB;O;1;no
magis;NOUN;O;1;no
orel;NOUN;O;1;no
sina;PRON;O;1;yes
puudutama;VERB;O;1;no
kas;ADV;O;1;yes
tuuletõbe;NOUN;O;1;no
aken;NOUN;O;1;no
mäng;NOUN;O;1;no
laen;NOUN;O;1;no
saama;VERB;O;1;yes
käibem;NOUN;O;1;no
laulma;VERB;O;2;no
kaasa;ADV;O;2;no
tunduma;VERB;O;1;no
laepink;NOUN;O;1;no
köök;NOUN;O;1;no
saama;AUX;O;1;yes
võime;NOUN;O;1;yes
mitte;ADV;O;1;yes
töölp;NOUN;O;1;no
sõber;NOUN;O;1;no
küll;ADV;O;1;yes
rahvas;NOUN;O;1;no
see;PRON;O;1;yes
miski;PRON;O;1;yes
lugema;VERB;O;1;no
tõstma;VERB;O;1;no
ennistama;VERB;O;1;no
ülema;VERB;O;1;no
õnnistamine;NOUN;O;1;no
läbi;ADP;O;1;yes
temp;NOUN;O;1;no
ruum;NOUN;O;1;no
käis;NOUN;O;1;no
nagu;SCONJ;O;1;yes
salakui;NOUN;O;1;no
tõusma;VERB;O;1;no
kogudus;NOUN;O;1;no
püsti;ADV;O;1;no
õnnistus;NOUN;O;1;no
vastu;ADV;O;1;yes
päris;ADV;O;1;yes
imelik;ADJ;O;1;no
tunne;NOUN;O;1;no
mull;NOUN;O;1;no
lahkuma;VERB;O;1;no
vaikselt;ADV;O;1;no
koraal;NOUN;O;1;no
viis;NOUN;O;1;no
helisema;VERB;O;1;no
