lemma;upos;ner tag;count;stopword
ahoma;VERB;O;2;no
kõik;PRON;O;7;yes
,;PUNCT;O;310;no
kes;PRON;O;14;yes
süda;NOUN;O;1;no
meri;NOUN;O;13;no
tuksuma;VERB;O;1;no
tänane;ADJ;O;1;no
suur;ADJ;O;8;no
ei;AUX;O;34;yes
pääsema;VERB;O;1;no
.;PUNCT;O;132;no
küll;ADV;O;5;yes
aga;ADV;O;3;yes
minema;VERB;O;18;yes
paik;NOUN;O;3;no
kust;ADV;O;1;yes
laev;NOUN;O;42;no
sõitma;VERB;O;11;no
endine;ADJ;O;2;no
kinnine;ADJ;O;1;no
säde;NOUN;O;1;no
Tallinn;PROPN;O;11;no
laht;NOUN;O;1;no
ümber;ADP;O;2;yes
olema;AUX;O;182;yes
nüüd;ADV;O;6;yes
püssimees;NOUN;O;1;no
vaba;ADJ;O;2;no
ja;CCONJ;O;104;yes
jälle;ADV;O;6;no
oma;PRON;O;10;yes
nimi;NOUN;O;4;no
tagasi;ADV;O;7;yes
saama;VERB;O;10;yes
veetee;NOUN;O;7;no
amet;NOUN;O;9;no
rannavalveteenistus;NOUN;O;1;no
kaater;NOUN;O;6;no
olema;VERB;O;7;yes
üks;DET;O;12;yes
niisugune;DET;O;3;yes
turvaline;ADJ;O;1;no
kai;NOUN;O;3;no
ääres;ADP;O;1;yes
kutse;NOUN;O;1;no
ootama;VERB;O;2;no
Meresaar;NOUN;O;1;no
ahoi;NOUN;O;3;yes
Eesti;PROPN;O;11;no
merelaevandus;NOUN;O;1;no
eestkost;NOUN;O;1;no
põliselt;ADV;O;2;no
purjelaevamees;NOUN;O;1;no
Konstantin;PROPN;O;1;no
Mooser;PROPN;O;1;no
mina;PRON;O;79;yes
teater;NOUN;O;1;no
suuruselt;ADV;O;1;no
tantseeskond;NOUN;O;1;no
oi;INTJ;O;2;yes
merekeel;NOUN;O;1;no
jälgima;VERB;O;3;no
paar;NUM;O;1;no
muu;PRON;O;3;yes
mure;NOUN;O;1;no
laul;NOUN;O;1;no
lööma;VERB;O;1;no
lai;ADJ;O;1;no
maller;NOUN;O;1;no
nuut;NOUN;O;1;no
vaim;NOUN;O;1;no
jood;NOUN;O;1;no
hai;ADJ;O;1;no
näitu;NOUN;O;1;no
kuulma;VERB;O;3;no
torn;NOUN;O;1;no
maru;NOUN;O;1;no
Aarma;PROPN;O;1;no
hüüdma;VERB;O;1;no
juut;NOUN;O;1;no
nagu;SCONJ;O;27;yes
onu;NOUN;O;1;no
tai;NOUN;O;1;no
seal;ADV;O;22;yes
kuiv;NOUN;O;1;no
laat;NOUN;O;2;no
peal;ADV;O;3;yes
nii;ADV;O;27;yes
meresaade;NOUN;O;3;no
hoidma;VERB;O;1;no
tänav;NOUN;O;1;no
hundipea;NOUN;O;2;no
sadam;NOUN;O;6;no
õige;ADV;O;1;no
väike;ADJ;O;4;no
kiirkaater;NOUN;O;3;no
see;DET;O;31;yes
kaader;NOUN;O;3;no
nimetama;VERB;O;4;no
rannavalve;NOUN;O;7;no
kaator;NOUN;O;1;no
tema;PRON;O;53;yes
kindel;ADJ;O;3;no
Eeva;PROPN;O;6;no
205;NUM;O;3;no
väga;ADV;O;11;yes
meeldiv;ADJ;O;1;no
kajutis;NOUN;O;2;no
istuma;VERB;O;1;no
siin;ADV;O;56;yes
rannavalvetalitus;NOUN;O;1;no
patrullosakond;NOUN;O;1;no
juhataja;NOUN;O;1;no
härra;NOUN;O;4;no
Jüri;PROPN;O;1;no
Salmre;PROPN;O;1;no
kapten;NOUN;O;3;no
Rein;PROPN;O;1;no
Peeter;PROPN;O;1;no
soojavahetus;NOUN;O;1;no
sama;DET;O;2;yes
materjal;NOUN;O;1;no
Mati;PROPN;O;1;no
laus;NOUN;O;1;no
Miksel;PROPN;O;1;no
just;ADV;O;4;yes
Lahti;ADV;O;1;no
mõtestatud;ADJ;O;1;no
kaks;NUM;O;9;no
tähendama;VERB;O;12;no
et;SCONJ;O;47;yes
see;PRON;O;45;yes
patrull-laev;NOUN;O;1;no
viis;NUM;O;1;no
nii-öelda;ADV;O;23;no
järjekord;NOUN;O;1;no
number;NOUN;O;1;no
sina;PRON;O;10;yes
võib-olla;ADV;O;3;yes
moodsam;ADJ;O;1;no
ka;ADV;O;28;yes
mis;PRON;O;19;yes
praegu;ADV;O;10;yes
mõnus;ADJ;O;1;no
tõesti;ADV;O;2;yes
ehitama;VERB;O;2;no
tegelikult;ADV;O;7;no
ütlema;VERB;O;19;no
võidusõit;NOUN;O;1;no
laevakere;NOUN;O;1;no
aga;CCONJ;O;18;yes
niimoodi;ADV;O;6;yes
tugevam;ADJ;O;2;no
kui;SCONJ;O;30;yes
mees;NOUN;O;13;no
võima;AUX;O;4;yes
Kadri;PROPN;O;1;no
kunagi;ADV;O;2;yes
ümber;ADV;O;2;yes
puruks;ADV;O;1;no
halb;ADJ;O;1;no
ilm;NOUN;O;5;no
täis;ADJ;O;2;no
kiirus;NOUN;O;10;no
ikka;ADV;O;14;yes
