lemma;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
õhtu;NOUN;O;1;no
,;PUNCT;O;144;no
Eesti;PROPN;O;25;no
raadiouudis;NOUN;O;1;no
toimetus;NOUN;O;1;no
võtma;VERB;O;5;no
päev;NOUN;O;2;no
kokku;ADV;O;2;yes
stuudio;NOUN;O;2;no
olema;AUX;O;93;yes
toimetaja;NOUN;O;2;no
Riina;PROPN;O;2;no
Eentalu;PROPN;O;2;no
.;PUNCT;O;127;no
Tallinn;PROPN;O;14;no
volikogu;NOUN;O;7;no
umbusaldama;VERB;O;1;no
linnapea;NOUN;O;8;no
Edgar;PROPN;O;4;no
Savisaart;PROPN;O;1;no
umbusaldamine;NOUN;O;2;no
poolt;ADP;O;2;yes
34;NUM;O;3;no
vastu;ADP;O;3;yes
kaks;NUM;O;7;no
saadik;NOUN;O;2;yes
24;NUM;O;1;no
ei;AUX;O;19;yes
hääletama;VERB;O;3;no
ja;CCONJ;O;67;yes
kolm;NUM;O;7;no
puuduma;VERB;O;1;no
istung;NOUN;O;4;no
uus;ADJ;O;11;no
ainus;NOUN;O;1;no
kandideerima;VERB;O;1;no
Tõnis;PROPN;O;5;no
Palts;PROPN;O;5;no
Haigekassa;NOUN;O;1;no
teenus;NOUN;O;2;no
loetelu;NOUN;O;3;no
täienema;VERB;O;2;no
käivituma;VERB;O;1;no
perearst;NOUN;O;5;no
nõuandetelefon;NOUN;O;2;no
eelnõu;NOUN;O;1;no
järgi;ADP;O;1;yes
hüvitama;VERB;O;1;no
haigekassa;NOUN;O;3;no
kuni;ADV;O;5;yes
40;NUM;O;2;no
aastane;ADJ;O;2;no
naine;NOUN;O;2;no
viljatus;NOUN;O;1;no
ravi;NOUN;O;1;no
senine;ADJ;O;2;no
hüvitis;NOUN;O;2;no
vaid;ADV;O;1;yes
35;NUM;O;2;no
juba;ADV;O;1;yes
kuu;NOUN;O;1;no
kehtiv;ADJ;O;1;no
Venemaa;PROPN;O;12;no
impordikeeld;NOUN;O;1;no
pärit;ADV;O;1;no
taimne;ADJ;O;4;no
toode;NOUN;O;3;no
konflikt;NOUN;O;1;no
põhjustama;VERB;O;1;no
lõuna;NOUN;O;3;no
