Model,Average Score
multi_e5,0.3602392086366896
est-roberta,0.3531505164134632
EstBERT,0.34813103339902285
MiniLM-L12_multi,0.33089849635558666
MiniLM_multi,0.3240580841847377
LaBSE,0.32069788506474645
bertMulti,0.31281548714530233
xml_roberta,0.2547190041996309
distilbertMulti,0.1993549631569849
