Diversity,Average Score
diversity_2,0.1725812997509907
diversity_1,0.17237998529041698
diversity_0,0.17233174423827732
diversity_3,0.17180448479406454
diversity_4,0.16938019286514297
diversity_5,0.16355555128534144
diversity_6,0.15552513474222565
diversity_7,0.1524361903146733
diversity_8,0.1487264378542758
diversity_9,0.14644785027642498
diversity_10,0.14629600885976302
