Model,Average Score
est-roberta,0.454556931768877
multi_e5,0.43541002319833594
EstBERT,0.42592097355437014
bertMulti,0.40157751383177076
MiniLM_multi,0.3969666121441147
MiniLM-L12_multi,0.3879358370296662
LaBSE,0.3821786499798861
xml_roberta,0.344913428069552
distilbertMulti,0.255446023739684
