Diversity,Model,Score
diversity_6,multi_e5,0.388071107799436
diversity_7,multi_e5,0.3861465989100148
diversity_5,multi_e5,0.38362130191980554
diversity_3,est-roberta,0.3678480962478641
diversity_9,multi_e5,0.3676846188058778
diversity_4,est-roberta,0.3675166684164362
diversity_8,multi_e5,0.3672239994936073
diversity_2,est-roberta,0.3664309886640898
diversity_1,est-roberta,0.3664309886640898
diversity_0,est-roberta,0.3663530159545381
diversity_2,EstBERT,0.36404971976863104
diversity_0,EstBERT,0.36404971976863104
diversity_1,EstBERT,0.36404971976863104
diversity_4,EstBERT,0.36391702067759857
diversity_3,EstBERT,0.36358675680566804
diversity_5,EstBERT,0.3622500819470634
diversity_5,est-roberta,0.3611987468108469
diversity_7,MiniLM-L12_multi,0.35940386503570204
diversity_6,est-roberta,0.35798704583456903
diversity_6,MiniLM-L12_multi,0.35465944944479516
diversity_4,multi_e5,0.3538523341362608
diversity_7,MiniLM_multi,0.3494376722826155
diversity_6,MiniLM_multi,0.3480583342716986
diversity_3,multi_e5,0.3467483578656179
diversity_6,EstBERT,0.3463628436120696
diversity_8,MiniLM-L12_multi,0.34535080082074404
diversity_2,multi_e5,0.3449558294064228
diversity_1,multi_e5,0.3449558294064228
diversity_0,multi_e5,0.3448632368138302
diversity_7,LaBSE,0.34464388548805475
diversity_5,LaBSE,0.3394787420086698
diversity_7,est-roberta,0.3381457007761187
diversity_6,LaBSE,0.33778437489105706
diversity_9,bertMulti,0.33691996323059276
diversity_9,est-roberta,0.3364880897157729
diversity_7,EstBERT,0.33623159247681955
diversity_10,bertMulti,0.3360965078523128
diversity_5,MiniLM_multi,0.33530742004813213
diversity_8,MiniLM_multi,0.3350223103493227
diversity_7,bertMulti,0.3345387430909877
diversity_10,multi_e5,0.33450808044628993
diversity_5,MiniLM-L12_multi,0.33443160248191206
diversity_8,LaBSE,0.3343932128386463
diversity_8,EstBERT,0.33322712090875145
diversity_8,est-roberta,0.33158903854621086
diversity_9,MiniLM-L12_multi,0.3293667495501861
diversity_9,MiniLM_multi,0.327847085968345
diversity_10,MiniLM-L12_multi,0.32571703773045363
diversity_9,EstBERT,0.32558272267044197
diversity_10,est-roberta,0.3246673009175589
diversity_6,bertMulti,0.3245407715206477
diversity_10,MiniLM_multi,0.3244893867312598
diversity_4,MiniLM-L12_multi,0.32373264729766277
diversity_8,bertMulti,0.32262581057859696
diversity_4,LaBSE,0.3197161406561561
diversity_9,LaBSE,0.31866641429605824
diversity_1,MiniLM-L12_multi,0.31680532688749924
diversity_2,MiniLM-L12_multi,0.31680532688749924
diversity_0,MiniLM-L12_multi,0.31680532688749924
diversity_3,MiniLM-L12_multi,0.31680532688749924
diversity_10,LaBSE,0.3138739878399321
diversity_4,MiniLM_multi,0.3122764923415078
diversity_2,MiniLM_multi,0.30805005600980834
diversity_0,MiniLM_multi,0.30805005600980834
diversity_3,MiniLM_multi,0.30805005600980834
diversity_1,MiniLM_multi,0.30805005600980834
diversity_3,LaBSE,0.30780826458161337
diversity_10,EstBERT,0.30613406898494616
diversity_2,LaBSE,0.30432612659289643
diversity_0,LaBSE,0.30349279325956313
diversity_1,LaBSE,0.30349279325956313
diversity_5,bertMulti,0.3000490824105375
diversity_4,bertMulti,0.29755023379326784
diversity_0,bertMulti,0.29718902093205496
diversity_3,bertMulti,0.29715340839644244
diversity_1,bertMulti,0.29715340839644244
diversity_2,bertMulti,0.29715340839644244
diversity_10,xml_roberta,0.27310013523532617
diversity_9,xml_roberta,0.2631282377323399
diversity_8,xml_roberta,0.25828815781550557
diversity_7,xml_roberta,0.2577594915547702
diversity_6,xml_roberta,0.25264684469870224
diversity_5,xml_roberta,0.25097428659232063
diversity_0,xml_roberta,0.2497849772012569
diversity_4,xml_roberta,0.2497119118650336
diversity_1,xml_roberta,0.24959257700885668
diversity_2,xml_roberta,0.24874935103405174
diversity_3,xml_roberta,0.24817307545777617
diversity_10,distilbertMulti,0.2148526156267384
diversity_9,distilbertMulti,0.20908131642084168
diversity_8,distilbertMulti,0.20446433073767956
diversity_7,distilbertMulti,0.19775879431981083
diversity_0,distilbertMulti,0.19593535426752662
diversity_6,distilbertMulti,0.19545165133284328
diversity_3,distilbertMulti,0.19510202093419327
diversity_2,distilbertMulti,0.19510202093419327
diversity_4,distilbertMulti,0.19510202093419327
diversity_1,distilbertMulti,0.19510202093419327
diversity_5,distilbertMulti,0.1949524482846206
