Diversity,Model,Score
diversity_1,MiniLM-L12_multi,0.24620461124034396
diversity_2,MiniLM-L12_multi,0.24620461124034396
diversity_0,MiniLM-L12_multi,0.24620461124034396
diversity_4,MiniLM-L12_multi,0.2458367075391069
diversity_3,MiniLM-L12_multi,0.24577726081299353
diversity_0,LaBSE,0.24479364844057827
diversity_1,LaBSE,0.24479364844057827
diversity_2,LaBSE,0.24452635400661715
diversity_3,LaBSE,0.23797396446480557
diversity_5,MiniLM-L12_multi,0.23776644730875895
diversity_4,LaBSE,0.21945830444256656
diversity_3,MiniLM_multi,0.20698365100480684
diversity_0,MiniLM_multi,0.20698365100480684
diversity_2,MiniLM_multi,0.20698365100480684
diversity_1,MiniLM_multi,0.20698365100480684
diversity_4,MiniLM_multi,0.20536379709328625
diversity_6,MiniLM-L12_multi,0.20443963662088016
diversity_5,LaBSE,0.2008588848563049
diversity_7,MiniLM-L12_multi,0.20026192958133102
diversity_5,MiniLM_multi,0.19843500082457768
diversity_3,multi_e5,0.19636838567063025
diversity_1,multi_e5,0.19597156027380486
diversity_0,multi_e5,0.19597156027380486
diversity_2,multi_e5,0.19597156027380486
diversity_8,MiniLM-L12_multi,0.1957504069144936
diversity_4,multi_e5,0.1929076411682191
diversity_7,LaBSE,0.19279490100542734
diversity_6,LaBSE,0.1925049746339736
diversity_6,MiniLM_multi,0.18975307578558354
diversity_9,MiniLM-L12_multi,0.18967161971728536
diversity_8,LaBSE,0.18275188310714627
diversity_10,LaBSE,0.18271010462896428
diversity_4,EstBERT,0.18270541633002932
diversity_0,EstBERT,0.18224245336706638
diversity_3,EstBERT,0.18224245336706638
diversity_5,multi_e5,0.18211968164083747
diversity_2,EstBERT,0.18181510293971595
diversity_1,EstBERT,0.18181510293971595
diversity_9,LaBSE,0.18157775062818923
diversity_10,MiniLM-L12_multi,0.1803445864564286
diversity_7,MiniLM_multi,0.17984796749231735
diversity_5,EstBERT,0.1790016103893813
diversity_8,MiniLM_multi,0.1715996600005888
diversity_6,EstBERT,0.16986193403737265
diversity_6,multi_e5,0.1677519791726448
diversity_9,MiniLM_multi,0.1665056393363927
diversity_10,MiniLM_multi,0.16358786753704194
diversity_7,multi_e5,0.16313001090851967
diversity_10,multi_e5,0.1590096574964996
diversity_7,EstBERT,0.15780790935834796
diversity_9,multi_e5,0.15681531918374025
diversity_3,est-roberta,0.15498606477515145
diversity_1,est-roberta,0.15498606477515145
diversity_2,est-roberta,0.15498606477515145
diversity_0,est-roberta,0.15498606477515145
diversity_4,est-roberta,0.15448101427010094
diversity_8,multi_e5,0.1541997837282925
diversity_5,est-roberta,0.15092108654350658
diversity_8,EstBERT,0.15030132594825577
diversity_6,est-roberta,0.14887339277032258
diversity_7,est-roberta,0.14754227943920928
diversity_10,EstBERT,0.14489404138746245
diversity_9,EstBERT,0.14447945621629832
diversity_8,est-roberta,0.14388024548550862
diversity_10,bertMulti,0.14062298138833226
diversity_9,est-roberta,0.1403821578795779
diversity_10,est-roberta,0.13478444102528211
diversity_8,bertMulti,0.13299960168161923
diversity_9,bertMulti,0.1327349666253175
diversity_7,bertMulti,0.12413190147581273
diversity_6,bertMulti,0.12059115542848774
diversity_10,xml_roberta,0.11973211737904721
diversity_2,bertMulti,0.11752103038287248
diversity_5,bertMulti,0.11752103038287248
diversity_3,bertMulti,0.11752103038287248
diversity_0,bertMulti,0.11752103038287248
diversity_4,bertMulti,0.11752103038287248
diversity_1,bertMulti,0.11752103038287248
diversity_8,xml_roberta,0.11745349241401873
diversity_7,xml_roberta,0.11596874056742477
diversity_9,xml_roberta,0.11521833024026006
diversity_6,xml_roberta,0.11468072789783317
diversity_4,xml_roberta,0.11437343772212193
diversity_5,xml_roberta,0.11360183278385032
diversity_2,xml_roberta,0.11344893629762051
diversity_3,xml_roberta,0.1126131658302711
diversity_1,xml_roberta,0.11136981171849593
diversity_0,xml_roberta,0.11057442938802588
diversity_1,distilbertMulti,0.09177438683798333
diversity_5,distilbertMulti,0.09177438683798333
diversity_2,distilbertMulti,0.09177438683798333
diversity_3,distilbertMulti,0.09177438683798333
diversity_4,distilbertMulti,0.09177438683798333
diversity_0,distilbertMulti,0.09170824927184576
diversity_6,distilbertMulti,0.09126933633293281
diversity_10,distilbertMulti,0.09097828243880876
diversity_9,distilbertMulti,0.09064541266076352
diversity_7,distilbertMulti,0.09044007300366949
diversity_8,distilbertMulti,0.08960154140855896
