Model,Average Score
MiniLM-L12_multi,0.3213827102350416
EstBERT,0.2837734234329013
est-roberta,0.26863783736486385
LaBSE,0.25288284846188963
MiniLM_multi,0.24323117324893986
bertMulti,0.23361272424841942
multi_e5,0.17819187272708945
distilbertMulti,0.13680996077852023
xml_roberta,0.0
