Diversity,Model,Mean Score
6.0,MiniLM-L12_multi,0.2536598515560934
5.0,MiniLM-L12_multi,0.247441286786574
7.0,MiniLM-L12_multi,0.24675408769586615
4.0,MiniLM-L12_multi,0.24176522478814358
3.0,MiniLM-L12_multi,0.23884588854557895
2.0,MiniLM-L12_multi,0.23827336436194368
1.0,MiniLM-L12_multi,0.2381050141935935
0.0,MiniLM-L12_multi,0.23793666402524333
8.0,MiniLM-L12_multi,0.23599895908121743
9.0,MiniLM-L12_multi,0.23425958245432787
